id,division_id,identifier,alternate_identifier,position,abstract,organization,application_fee,processing_fee,date,decision,byte_size,number_of_pages,number_of_rows
841,ocd-division/country:ca/province:nl,PRE/11/2015,,11,An itemized breakdown of expenditures related to severance and related costs for employees of the Premier’s Office in FY13-14 and FY14-15. These costs are found in budget line 2.1.01.01 for Executive Council. Request includes name of employee and breakdown of amounts received.,Premier's Office,0.00,0.00,2015-05-26,all disclosed,940907,2,
841,ocd-division/country:ca/province:nl,PRE/12/2015,,12,An itemized breakdown of expenditures related to severance and related costs for employees of the Premier’s Office in FY13-14 and FY14-15. These costs are found in budget line 2.1.01.01 for Executive Council. Request includes name of employee and breakdown of amounts received.,Premier's Office,0.00,0.00,2015-05-26,all disclosed,940907,2,
842,ocd-division/country:ca/province:nl,CYFS/6/2015,,6,"All emails, cell phone records for Minister Sandy Collins from Apr 2 to Apr 7.","Child, Youth and Family Services",0.00,0.00,2015-05-27,disclosed in part,10759933,159,
843,ocd-division/country:ca/province:nl,ENV/11/2015,,11,A copy of the environmental report presented at a Come by Chance refinery community liaison committee meeting in February. The province was represented at the meeting and I am told a copy has been submitted to the department.,Environment and Conservation,0.00,0.00,2015-05-27,disclosed in part,131164,3,
844,ocd-division/country:ca/province:nl,PRE/13/2015,,13,"A copy of all emails, cell phone records (including contents of any texts, pins) for Premier Paul Davis, Chief of Staff Joe Browne for April 2, 2015 to April 7, 2015, inclusive.",Premier's Office,0.00,0.00,2015-06-02,disclosed in part,20783557,218,
845,ocd-division/country:ca/province:nl,BTCRD/11/2015,,11,"Any and all correspondences of any nature, from the office of Paula Devereaux, to or from, the Labrador Regional Tourism Branch, and/or Todd Kent/Beverly Elliott, for the period commencing January 1st, 2010 to December 31st, 2010.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-03,nothing disclosed,219200,2,
846,ocd-division/country:ca/province:nl,BTCRD/12/2015,,12,"Any and all correspondences of any nature, from the office of Paula Devereaux, to or from, the Labrador Regional Tourism Branch, and/or Todd Kent/Beverly Elliott, for the period commencing January 1st, 2009 to December 31st, 2009.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-03,nothing disclosed,192207,2,
847,ocd-division/country:ca/province:nl,BTCRD/13/2015,,13,"Any and all correspondences of any nature, from the office of Juanita Keel-Ryan, to or from, the Labrador Regional Tourism Branch, and/or Todd Kent/Beverly Elliott, for the period commencing January 1st, 2009 to December 31st, 2009.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-03,nothing disclosed,207030,2,
848,ocd-division/country:ca/province:nl,TW/16/2015,,16,"The amount the Government of NL is paying for furnace fuel for all public buildings in the Town of St. Anthony for the months February, 2015 and March, 2015.",Transportation and Works,0.00,0.00,2015-06-04,all disclosed,1036924,2,
855,ocd-division/country:ca/province:nl,BTCRD/23/2015,,23,"Information on the activity reports for each of the 22 provincial BTCRD offices (formerly known as ITRD offices). This should include information such as clients served, assistance with proposals and the like.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-05,disclosed in part,2777105,17,
849,ocd-division/country:ca/province:nl,JPS/7/2015,,7,"Total cost and total fines recovered for judicial cases associated with Wildlife Enforcement for the fiscal years 2012-13, 2013-14, and 2014-15 or present.",Justice and Public Safety,0.00,0.00,2015-06-05,all disclosed,167197,4,
850,ocd-division/country:ca/province:nl,JPS/8/2015,,8,The amount of money spent on marketing and advertising in Budget Year 2013-14 and 2014-15.,Justice and Public Safety,0.00,0.00,2015-06-05,all disclosed,95349,1,
851,ocd-division/country:ca/province:nl,CYFS/9/2015,,9,"A copy of the budget binder which was prepared for the Minister and his officials for the 2015-16 budget year and used in the Department of Child, Youth and Family Services estimates meeting in the Spring of 2015.","Child, Youth and Family Services",0.00,0.00,2015-06-08,all disclosed,3700123,42,
852,ocd-division/country:ca/province:nl,TW/17/2015,,17,"Details of the work completed by all contractors and consultants for the proposed new hospital for the Western Newfoundland Region, commonly known as the ""new Corner Brook Hospital"".",Transportation and Works,0.00,0.00,2015-06-08,all disclosed,978524,7,
853,ocd-division/country:ca/province:nl,TW/18/2015,,18,A list of all properties and/or office space currently leased by the provincial government from the private sector in the cities of St. John's and Mount Pearl and the towns of Conception Bay South and Paradise.,Transportation and Works,0.00,0.00,2015-06-08,all disclosed,801716,7,
856,ocd-division/country:ca/province:nl,MIGA/21/2015,,21,Appeal documents(s) filed with the Eastern Newfoundland Regional Appeal Board with respect to a decision by the Town of Holyrood refusing an Application to construct a mineral exploration road near the TCH in the area of Big Triangle Pond.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-06-09,all disclosed,13794215,138,
810,ocd-division/country:ca/province:nl,JPS/4/2015,,4,"An update, as well as any briefing notes, information notes, etc., on the civil lawsuit against tobacco manufacturers to recover costs dating back to the 1950s.",Justice and Public Safety,0.00,0.00,2015-06-12,disclosed in part,420521,27,
809,ocd-division/country:ca/province:nl,LAAO/1/2015,,1,"Any and all information with regarding the allocation of $1.6 million over 5 years, pledged in the 2007 Northern Strategic Plan, for the integration of long-term management plans related to Big Game populations in Labrador. Information to include, but shall not be limited to, a complete accounting of when, and how, the funding was spent, along with and all information that relates to how the LAAO fulfilled their responsibilities to ensure that the goals and objectives of the allocated money was monitored, and completed.",Labrador and Aboriginal Affairs Office,0.00,0.00,2015-06-12,disclosed in part,12894392,89,
860,ocd-division/country:ca/province:nl,AES/10/2015,,10,"All briefing materials, letters, email correspondence or other documentation provided to the Minister of Advanced Education and Skills concerning the Memorial University tuition freeze between Jan. 1, 2015 and April 20, 2015.",Advanced Education and Skills,0.00,0.00,2015-06-15,disclosed in part,1364022,30,
861,ocd-division/country:ca/province:nl,AES/11/2015,,11,"All briefing materials, letters, email correspondence or other documentation provided to the Assistant Deputy Minister of Advanced Education and Skills responsible for Post-Secondary Education Branch, concerning the Memorial University tuition freeze between Jan. 1, 2015 and April 20, 2015.",Advanced Education and Skills,0.00,0.00,2015-06-15,disclosed in part,1626708,39,
858,ocd-division/country:ca/province:nl,SNL/19/2015,,19,"The number of Occupational Health and Safety inspections and inspection reports as well as the number of orders issued, including the details of those orders and whether they have been complied with at Her Majesty's Penitentiary in St. John's from January 1, 2014 to present.",Service NL,0.00,0.00,2015-06-15,all disclosed,177024,2,
859,ocd-division/country:ca/province:nl,SNL/20/2015,,20,"The number of Occupational Health and Safety inspections and inspection reports as well as the number of orders issued, including the details of those orders and whether they have been complied with at the Waterford Hospital in St. John's from January 1, 2014 to present.",Service NL,0.00,0.00,2015-06-15,all disclosed,171632,1,
857,ocd-division/country:ca/province:nl,SNL/21/2015,,21,"A copy of the letter given to Lisa Cox that she referred to in a phone conversation with myself on Dec. 31, 2014 at 1 p.m. in regards to the Town of Stephenville given assurance that an individual is no longer doing law enforcement.",Service NL,0.00,0.00,2015-06-15,all disclosed,537628,2,
862,ocd-division/country:ca/province:nl,HCS/32/2015,,32,Emails and correspondence between HCS and Western Health with respect to the proposed Corner Brook Hospital and the Western Regional Hospital Action Committee.,Health and Community Services,0.00,0.00,2015-06-16,nothing disclosed,269713,2,
863,ocd-division/country:ca/province:nl,HCS/24/2015,,24,"All correspondence between the Department of Health and Community Services and Eastern health Since January 1, 2006 regarding Iris Kirby House and all correspondence between Health and Community Services and Iris Kirby House since January 1, 2006.",Health and Community Services,0.00,0.00,2015-06-17,disclosed in part,1049435,52,
864,ocd-division/country:ca/province:nl,HCS/36/2015,,36,"Any spreadsheets, analysis data, budget information showing the financial implications and/or savings that will be incurred with the creation of the shared services initiative within the RHAs.",Health and Community Services,0.00,0.00,2015-06-17,nothing disclosed,216367,2,
865,ocd-division/country:ca/province:nl,HCS/34/2015,,34,All briefing records/information notes & materials - Privatizations of long term care.,Health and Community Services,0.00,0.00,2015-06-18,disclosed in part,854818,51,
866,ocd-division/country:ca/province:nl,BTCRD/15/2015,,15,"A copy of briefing notes, information notes, fact sheets, etc. on Bell Aliant, Mobility, Bell Canada regarding broad band and cell phone coverage in the province.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-19,disclosed in part,2691598,20,
867,ocd-division/country:ca/province:nl,ENV/15/2015,,15,"All environmental records including general correspondence, occurrence reports, abatements, orders, spills, investigations/prosecutions, waste generator number/class, certificates of approval and soil/groundwater/remediation reports pertaining to 180 Portugal Cove Road, St. John's, NL.",Environment and Conservation,0.00,0.00,2015-06-19,all disclosed,141165,3,
868,ocd-division/country:ca/province:nl,EDU/7/2015,,7,"A copy of the legal opinion the Department of Education obtained pertaining to the legal requirements of the School Board to pass a Constitutional ""not later than 6 months after its appointment"" (as per Section 60.(1) of the NL Schools Act 1997).",Education and Early Childhood Development,0.00,0.00,2015-06-23,nothing disclosed,42104,1,
871,ocd-division/country:ca/province:nl,EDU/9/2015,,9,"Budget 2015 provides approximately $1.4 Billion for Early Childhood Education, K-12 and Post-Secondary. Request total amount allocated to Early Childhood Education with breakdown by Division, project, plan, or activity within Early Childhood Education.",Education and Early Childhood Development,0.00,0.00,2015-06-23,all disclosed,77360,3,
869,ocd-division/country:ca/province:nl,ENV/17/2015,,17,"All environmental records including general correspondence, occurrence reports, abatements, orders, spills, investigations/prosecutions waste generator number/class, certificates of approval and soil/groundwater/remediation reports pertaining to 1115 Cavendish Square, St. John's, NL.",Environment and Conservation,0.00,0.00,2015-06-23,disclosed in part,455704,10,
872,ocd-division/country:ca/province:nl,HRS/3/2015,,3,"A listing of all temporary employees on contract with government. This should include the date of hire, the department in which they went to work, and the contract end date. This should be done for each of the following years: 2010/11, 2011-12, 2012/13, 2013/14, 2014/15, 2015/16.",Human Resource Secretariat,0.00,0.00,2015-06-23,all disclosed,2739536,242,
870,ocd-division/country:ca/province:nl,MIGA/22/2015,,22,Any or all documents obtained by Arthur Skinner in relation to his investigation of the complaint lodge by [the applicant] involving the Town of Stephenville and Klac.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-06-23,disclosed in part,2834393,17,
873,ocd-division/country:ca/province:nl,ENV/18/2015,,18,"All environmental records including general correspondence, occurrence reports, abatements, orders, spills, investigations/prosecutions waste generator number/class, certificates of approval and soil/groundwater/remediation reports pertaining to 48 West Street , Corner Brook, NL.",Environment and Conservation,0.00,0.00,2015-06-24,nothing disclosed,89133,2,
874,ocd-division/country:ca/province:nl,ENV/19/2015,,19,"All environmental records including general correspondence, occurrence reports, abatements, orders, spills, investigations/prosecutions waste generator number/class, certificates of approval and soil/groundwater/remediation reports pertaining to 214 Lincoln Road, Grand Falls Windsor, NL.",Environment and Conservation,0.00,0.00,2015-06-24,nothing disclosed,89217,2,
881,ocd-division/country:ca/province:nl,AES/12/2015,,12,"I would like a monthly breakdown for the total expenditure on taxi use for clients of income support from the 2012 fiscal year until the end of the second quarter for this year. I would like the breakdown to include the names of taxi companies used, how much each earned per month and the number of trips per company. I would also like a list of reasons for taxi use for each month. (i.e. trip to a doctor's office, hospital...)",Advanced Education and Skills,0.00,0.00,2015-06-29,all disclosed,327305,10,
885,ocd-division/country:ca/province:nl,BTCRD/21/2015,,21,"A copy of all information notes, briefing notes, fact sheets, etc. compiled on the Business Investment Corporation since 3 years.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-29,disclosed in part,1754189,17,
886,ocd-division/country:ca/province:nl,BTCRD/26/2015,,26,"A copy of all briefing notes, information notes, fact sheets, etc on EDGE program for the last 3 years.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-29,disclosed in part,2449197,22,
884,ocd-division/country:ca/province:nl,BTCRD/31/2015,,31,Any assessments of the possible impact of higher hunting license fees on tourism in the province.,"Business, Tourism, Culture and Rural Development",0.00,0.00,2015-06-29,nothing disclosed,207984,2,
883,ocd-division/country:ca/province:nl,EDU/11/2015,,11,"Electronic list of contracts issued by your department, including fields for the contractor, contract value, date contract awarded and description of the work, for contracts $10,000 or more, sole sourced, or awarded by tender or RFP, during the most recently completed fiscal year. Please provide the data in a machine-readable format such as Excel or delimited text.",Education and Early Childhood Development,0.00,0.00,2015-06-29,all disclosed,269614,,38
882,ocd-division/country:ca/province:nl,EDU/12/2015,,12,"Electronic file of all access to information requests received since January 1, 2012, including requests that remain uncompleted. Please include fields containing the following information: request number, request summary, type of requestor (academic, media, etc.), whether sensitive or contentious request, date received, date request completed, disclosure decision, reason for time extension, extension duration in days, exemptions applied, whether a complaint or appeal was started, and the outcome of any complaint or appeal. Please provide in an electronic format such as Excel, Access, or delimited text. No PDF or image files please.",Education and Early Childhood Development,0.00,0.00,2015-06-29,all disclosed,453355,,77
888,ocd-division/country:ca/province:nl,EDU/14/2015,,14,"A list of all Twitter user names used by the department for official business as of the time of this request. If no list exists and cannot be created from an electronic record, other records that would indicate all Twitter user names.",Education and Early Childhood Development,0.00,0.00,2015-06-30,all disclosed,42780,1,
889,ocd-division/country:ca/province:nl,FIN/14/2015,,14,The current projection of expected offshore royalties on a monthly or annual basis until at least 2025. I would like these both broken down by project and as a total. I would also like the oil price forecast used to derive these estimates.,Finance,0.00,0.00,2015-06-30,all disclosed,1401726,5,
890,ocd-division/country:ca/province:nl,FIN/21/2015,,21,"A list of all Twitter user names used by the department for official business as of the time of this request. If no list exists and cannot be created from an electronic record, other records that would indicate all Twitter user names.",Finance,0.00,0.00,2015-06-30,all disclosed,491857,1,
887,ocd-division/country:ca/province:nl,WP/2/2015,,2,"A copy of the 2011 Report commissioned by government entitled ""It's Nobody's Mandate and Everyone's Responsibility: Sexual Exploitation and the Sex Trade in Newfoundland and Labrador.""",Women's Policy Office,0.00,0.00,2015-06-30,disclosed in part,899686,8,
,ocd-division/country:ca/province:nl,TW/19/2015,,19,Information relating to guardrail vehicle accidents.,Finance,0.00,0.00,2015-07,disclosed in part,,,
892,ocd-division/country:ca/province:nl,AES/9/2015,,9,A copy of the department's contract with Cabot Pest Control; also include copies of the competitive bids received before awarding the contract to Cabot Pest Control.,Advanced Education and Skills,0.00,0.00,2015-07-02,disclosed in part,374802,14,
854,ocd-division/country:ca/province:nl,BTCRD/9/2015,,9,"All ministerial briefing records, information notes and materials, discussion papers and/or reports of any kind, associated with the suspension of Non-Resident Big Game hunting licenses for the George River Caribou Herd in Labrador, via Tourism Operators/Outfitters, as was publicly announced on November 9, 2010 by E&C/LAAO.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-02,disclosed in part,2743818,17,
891,ocd-division/country:ca/province:nl,SNL/24/2015,,24,Notice of Projects filed by Labrador Transmission Corporation for the Nalcor Lower Churchill Project.,Service NL,0.00,0.00,2015-07-02,disclosed in part,1314154,5,
893,ocd-division/country:ca/province:nl,EDU/8/2015,,8,A copy of the list of schools across the province which have been projected by the Department of Education (and or the School Board) that will be using the Team Teaching model for full-day Kindergarten when the program is implemented in 2016.,Education and Early Childhood Development,0.00,0.00,2015-07-03,all disclosed,343036,2,
894,ocd-division/country:ca/province:nl,ENV/16/2015,,16,"All environmental records including general correspondence, occurrence reports, abatements, orders, spills investigations/prosecutions, waste generator number/class, certificates of approval and soil/groundwater/remediation reports pertaining to 120 New Gower Street, St. John's, NL.",Environment and Conservation,0.00,0.00,2015-07-06,disclosed in part,205645,4,
896,ocd-division/country:ca/province:nl,FIN/12/2015,,12,Information relating to the request for Proposals (RFP) announced by the Minister of Finance Ross Wiseman in the House of Assembly April 30th 2015 for an external consultant to examine the structure of the provincial government and its agencies looking for efficiency improvements and potential bidders.,Finance,0.00,0.00,2015-07-07,disclosed in part,12093956,120,
897,ocd-division/country:ca/province:nl,FIN/22/2015,,22,The number of sick days taken by employees of the department in each of the last three fiscal years.,Finance,0.00,0.00,2015-07-07,all disclosed,654461,2,
895,ocd-division/country:ca/province:nl,SNL/25/2015,,25,"All briefing notes, reports and databases that provide: statistics on the amount of property in the province that is owned by a non-Canadian individual, company or government; the general location of the property if possible; information about the types of individuals/companies buying the land; purchasing trends for the date range specified and - most importantly - any document that debate the pros, cons, impact and policy implications of this reality. I am seeking copies of any applicable records created between Jan 1 2010 and June 10 2015. ",Service NL,0.00,0.00,2015-07-07,nothing disclosed,929673,3,
898,ocd-division/country:ca/province:nl,TW/21/2015,,21,"Electronic file of all access to information requests received since January 1, 2012, including requests that remain uncompleted. Please include fields containing the following information: request number, request summary, type of requester (academic, media, etc.), whether sensitive or contentious request, date received, date request completed, disclosure decision, reason for time extension, extension duration in days, exemptions applied, whether a complaint or appeal was started, and the outcome of any complaint or appeal. Please provide in an electronic format such as Excel, Access, or delimited text. No PDF or image files please.",Transportation and Works,0.00,0.00,2015-07-07,all disclosed,584180,,736
899,ocd-division/country:ca/province:nl,BTCRD/18/2015,,18,"All information notes, briefing notes, fact sheets on the Ventures NL Fund and the Building Ventures Fund.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-08,disclosed in part,1218660,8,
899,ocd-division/country:ca/province:nl,BTCRD/19/2015,,19,"All information notes, briefing notes, fact sheets on the Ventures NL Fund and the Building Ventures Fund.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-08,disclosed in part,1218660,8,
902,ocd-division/country:ca/province:nl,ENV/14/2015,,14,"Any correspondence, letters, memos, emails, notes, telephone call recordings or confirmation of in-person meetings the Department of Environment and Conservation has had regarding the Manolis L. between May 4th – May 28th , 2015.",Environment and Conservation,0.00,0.00,2015-07-08,disclosed in part,6785178,43,
903,ocd-division/country:ca/province:nl,ENV/20/2015,,20,"Supporting documentation regarding the methodology used to conditionally release the development of 110 recreational cottage lots at Ocean Pond from environmental assessment on September 29, 2014.",Environment and Conservation,0.00,0.00,2015-07-08,disclosed in part,33944165,471,
900,ocd-division/country:ca/province:nl,SNL/22/2015,,22,"A list of all the names of all prepaid funeral sellers, locations, director (s) that have been audited by Service NL over the last five fiscal years, broken down by fiscal year.",Service NL,0.00,0.00,2015-07-08,all disclosed,587529,2,
901,ocd-division/country:ca/province:nl,SNL/23/2015,,23,"A list of all of the names of funeral homes, locations, director(s) that have filed audited financial statements of their trust accounts for prepaid funerals for the last 5 fiscal years. Please break this down by fiscal year. I am also requesting a list of all of the names of funeral homes, locations, directors(s) that have not filed audited financial statements of their trust accounts for prepaid funeral for the last 5 fiscal years. Please break this down by fiscal year.",Service NL,0.00,0.00,2015-07-08,all disclosed,989475,3,
909,ocd-division/country:ca/province:nl,BTCRD/29/2015,,29,"A breakdown of payments made in the budget line 2.1.03.08 (Investment Attraction Fund) in the 2014-15 fiscal year. Please include payee, amount, date and reason for payment.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-10,disclosed in part,572164,4,
906,ocd-division/country:ca/province:nl,EDU/10/2015,,10,"I would like to access to any assessments, backgrounders, etc. prepared in the last three years on the needs for upgrading, repairs and replacement of K-12 schools in the province.",Education and Early Childhood Development,0.00,0.00,2015-07-10,disclosed in part,33242718,704,
907,ocd-division/country:ca/province:nl,EDU/15/2015,,15,The number of sick days taken by employees of the department in each of the last three fiscal years.,Education and Early Childhood Development,0.00,0.00,2015-07-10,all disclosed,47930,1,
905,ocd-division/country:ca/province:nl,MIGA/23/2015,,23,Copy of Central Regional Appeal Board decision on Construction of Patio on Warehouse Lounge in St. Albans - June 1992.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-10,nothing disclosed,833893,2,
908,ocd-division/country:ca/province:nl,TW/22/2015,,22,"Electronic file of all access to information requests received since January 1, 2012, including requests that remain uncompleted. Please include fields containing the following information: request number, request summary, type of requester (academic, media, etc.), whether sensitive or contentious request, date received, date request completed, disclosure decision, reason for time extension, extension duration in days, exemptions applied, whether a complaint or appeal was started, and the outcome of any complaint or appeal. Please provide in an electronic format such as Excel, Access, or delimited text. No PDF or image files please.",Transportation and Works,0.00,0.00,2015-07-10,disclosed in part,1236850,,136
911,ocd-division/country:ca/province:nl,FIN/17/2015,,17,"An electronic list of contracts issued by your department, including fields for the contractor, contract value, date contract awarded and description of the work, for contracts of $10,000 or more, sole sourced, or awarded by tender of RFP, during the most recently completed fiscal year. Please provide the data in a machine-readable format such as Excel or delimited text.",Finance,0.00,0.00,2015-07-14,all disclosed,298910,,20
910,ocd-division/country:ca/province:nl,MIGA/26/2015,,26,A copy of a report that was referenced in a new story and the subject of the ATIPPA request MPA/8/2013.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-14,all disclosed,23149752,224,
912,ocd-division/country:ca/province:nl,CYFS/10/2015,,10,"All of Minister Collins' emails, text, pins, and BBMs from May 2 to May 9, 2015.","Child, Youth and Family Services",0.00,0.00,2015-07-15,disclosed in part,2253135,135,
913,ocd-division/country:ca/province:nl,HCS/39/2015,,39,All of Minister Kent's Emails from May 2 2015 - May 9 2015.,Health and Community Services,0.00,0.00,2015-07-15,disclosed in part,6208939,108,
914,ocd-division/country:ca/province:nl,ENV/21/2015,,21,"A digital (pdf) copy of the following report: McCarthy, J. 2010. The distribution and relative abundance of the boreal felt lichen (Erioderma pedicellatum) in the forests of the Avalon Peninsula, Newfoundland. ",Environment and Conservation,0.00,0.00,2015-07-16,disclosed in part,727869,3,
915,ocd-division/country:ca/province:nl,TW/20/2015,,20,All correspondence between TW and NLSED about the Torbay School since August 2014.,Transportation and Works,0.00,0.00,2015-07-17,disclosed in part,5029407,100,
916,ocd-division/country:ca/province:nl,AES/13/2015,,13,The review completed by the Newfoundland and Labrador Statistics Agency on the Department of Advanced Education and Skills. The review included the retention rates of Provincial Nominees who received their permanent residency between 2007 and 2012.,Advanced Education and Skills,0.00,0.00,2015-07-20,all disclosed,1527981,30,
920,ocd-division/country:ca/province:nl,BTCRD/30/2015,,30,"All correspondence with the federal government or the government of Turkey regarding the plan to construct a caribou statue in Gallipoli from November 1, 2011 to present.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-20,disclosed in part,66062624,1050,
917,ocd-division/country:ca/province:nl,CYFS/11/2015,,11,"Any and all records containing information regarding exceptions to the Public Tender Act through the Department of Child, Youth and Family Services for ""3(2)(d) pressing emergencies"" at Staffed Residential Placements during September and October 2014.","Child, Youth and Family Services",0.00,0.00,2015-07-20,disclosed in part,6454386,70,
918,ocd-division/country:ca/province:nl,FA/46/2015,,46,Information about commercial Seal Fishery during the past 5 years:1. Names and contact outlets of Seal Meat Harvesters. 2. List of Registered Plants processing Seal Meat for human consumption. 3. Annual Seals harvested at the Front. 4. Annual production of Seal Carcasses for human consumption.  5. Annual export of Seal Meat and Penis to the Far East. 6. Lists of Seal Meal operational plants. 7. Name of the plants to contact for Seal Meal.,Fisheries and Aquaculture,0.00,0.00,2015-07-20,all disclosed,749082,2,
919,ocd-division/country:ca/province:nl,FIN/19/2015,,19,"The Department of Finance Information Note titled “Casinos in Newfoundland and Labrador” drafted/approved by D. Haynes on April 2, 2012.",Finance,0.00,0.00,2015-07-20,disclosed in part,635441,5,
921,ocd-division/country:ca/province:nl,HCS/41/2015,,41,Information relating to the number of days the provincial air ambulances were unable to fly due to maintenance/mechanical/staff issues. ,Health and Community Services,0.00,0.00,2015-07-20,all disclosed,3359697,,2886
922,ocd-division/country:ca/province:nl,HCS/38/2015,,38,"All correspondence, internal memoranda, notes, reports and other documents concerning, relating to or containing information about Soliris.",Health and Community Services,0.00,0.00,2015-07-21,disclosed in part,10827746,255,
923,ocd-division/country:ca/province:nl,TW/23/2015,,23,Request for the number of sick days taken by employees of the Department in each of the last three fiscal years.,Transportation and Works,0.00,0.00,2015-07-21,all disclosed,229601,2,
924,ocd-division/country:ca/province:nl,TW/24/2015,,24,"For the following locations: Stephenville, Deer Lake, St. George's Depot, Codroy Valley months April 2015 and May 2015. For each month and location # of employees and total sick hours by month and location.",Transportation and Works,0.00,0.00,2015-07-21,all disclosed,259481,2,
925,ocd-division/country:ca/province:nl,TW/25/2015,,25,Name and address of contractors and subcontractors engaged to do snow clearing for Main Street in St. George's Winter 2015.,Transportation and Works,0.00,0.00,2015-07-21,all disclosed,208515,2,
926,ocd-division/country:ca/province:nl,CYFS/12/2015,,12,Information relating to the Glovertown foster home over the past five years (2010-2015). ,"Child, Youth and Family Services",0.00,0.00,2015-07-22,disclosed in part,9812749,149,
927,ocd-division/country:ca/province:nl,JPS/17/2015,,17,"Information relating to incidence of corrections officers at Her Majesty's Penitentiary working 24 hour shifts, itemized monthly, between January 2009 and May 2015.",Justice and Public Safety,0.00,0.00,2015-07-23,all disclosed,114420,6,
904,ocd-division/country:ca/province:nl,JPS/9/2015,,9,Information relating to the request for proposals for an RFP for inmate phones 2014-15 by the Newfoundland Government Purchasing Agency (“GPA”).,Justice and Public Safety,0.00,0.00,2015-07-23,disclosed in part,779319,50,
928,ocd-division/country:ca/province:nl,MIGA/27/2015,,27,Questions relating to change in Department for Crown Lands and Highway Cleanup.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-24,all disclosed,979205,2,
934,ocd-division/country:ca/province:nl,BTCRD/32/2015,,32,"A breakdown of payments made in budget line 2.1.03.08 (Investment Attraction Fund) in the 2014-15 fiscal year. Please include payee, amount, date and reason for payment.","Business, Tourism, Culture and Rural Development",0.00,0.00,2015-07-27,all disclosed,426024,,33
929,ocd-division/country:ca/province:nl,ENV/22/2015,,22,"Environmental reports compiled for the areas around and within the town of Stephenville and/or the Harnum Air Force Base that address issues surrounding remediation or cleanup of an environmental hazard or waste, including but not exclusive to reports written by the department, or outside consultants including but not limited to AMEC.",Environment and Conservation,0.00,0.00,2015-07-27,all disclosed,207620,6,
930,ocd-division/country:ca/province:nl,ENV/23/2015,,23,"Any and all records, data and information whatsoever, in any other form and for all time periods available, respecting or in any way concerning or related to the operation of a dry cleaning operation from in or around 159 Pennywell Road, St. John's, Newfoundland and Labrador.",Environment and Conservation,0.00,0.00,2015-07-27,all disclosed,244244,5,
935,ocd-division/country:ca/province:nl,FIN/20/2015,,20,"Information notes, briefing notes, media response lines, and/or House of Assembly briefing materials, in any and all formats, including paper and electronic, prepared for and/or provided to the minister on the topic of casinos and/or casino-style gambling in Newfoundland and Labrador. Date range of request is April 1, 2014, to the present. Received via online portal June 24, 2015.",Finance,0.00,0.00,2015-07-27,disclosed in part,1682235,12,
936,ocd-division/country:ca/province:nl,FIN/26/2015,,26,A copy of the budget binder used in Budget Estimates 2015.,Finance,0.00,0.00,2015-07-27,all disclosed,3883796,168,
937,ocd-division/country:ca/province:nl,FIN/27/2015,,27,"The contents of the presentation (i.e. PowerPoint slides or otherwise) given by the Minister of Finance and President of the Treasury Board, Ross Wiseman, at the Chartered Professional Accountants of Newfoundland and Labrador.",Finance,0.00,0.00,2015-07-27,all disclosed,3221397,30,
931,ocd-division/country:ca/province:nl,MIGA/28/2015,,28,Correspondence between Eastern Regional Appeal Board and Town and Appellants.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-27,disclosed in part,2681494,22,
932,ocd-division/country:ca/province:nl,MIGA/32/2015,,32,Copy of Eastern Regional Appeal Board's report/decision.,Municipal and Intergovernmental Affairs,0.00,0.00,2015-07-27,all disclosed,470022,9,
933,ocd-division/country:ca/province:nl,OCIO/3/2015,,3,All invoices relating to the work or expenses of contractor Sandy Greene for the entire period of his employment in any position or positions within the Office of the Chief Information Officer since its formation in 2005.,Office of the Chief Information Officer,0.00,0.00,2015-07-27,disclosed in part,25841768,222,
941,ocd-division/country:ca/province:nl,AES/17/2015,,17,"The number of passes and fails for NL apprentices writing the Red Seal Certification exams from January 1, 2014 – April 30, 2015. Please provide a breakdown by trade.",Advanced Education and Skills,0.00,0.00,2015-07-28,disclosed in part,243813,6,
942,ocd-division/country:ca/province:nl,AES/18/2015,,18,"A breakdown by trade and by block: The number and percentage of students from each block exam held between January 1, 2014 – April 30, 2015 who passed; were writing the exam for a second time; and were writing the exam for a third time.",Advanced Education and Skills,0.00,0.00,2015-07-28,disclosed in part,348479,4,
