division_id,identifier,position,classification,applicant_type,abstract,decision
ocd-division/country:ca/cd:3530,2012007,7,general,business,Phase I environmental site assessments for 7 properties along Stirling Avenue South and Mill Street in Kitchener.,abandoned
ocd-division/country:ca/cd:3530,2012008,8,general,business,Winning bid for blueprinting services for 2012.,all disclosed
ocd-division/country:ca/cd:3530,2012009,9,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",abandoned
ocd-division/country:ca/cd:3530,2012010,10,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2012011,11,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2012012,12,general,media,"Assessments and related records concerning solid waste management and records exchanged between the Region of Waterloo and {company name removed}, {company name removed} and the Ministry of the Environment between January 2010 and April 2012.",disclosed in part
ocd-division/country:ca/cd:3530,2012013,13,general,business,"Phase I environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2012014,14,general,business,"Phase I environmental site assessment for {address removed}, Elmira.",abandoned
ocd-division/country:ca/cd:3530,2012015,15,general,business,Specifications and price sheets for tanker truck rentals Q2012-1103.,disclosed in part
ocd-division/country:ca/cd:3530,2012016,16,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2012017,17,general,business,Request for Proposal P2012-11 winning bid including staff assessments and scoring.,abandoned
ocd-division/country:ca/cd:3530,2012018,18,general,business,Request for Proposal P2012-11 pricing of winning bid; delivery/pickup services section of winning bid; and scoring of the final bids.,disclosed in part
ocd-division/country:ca/cd:3530,2012019,19,general,business,"Phase I environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2012020,20,,public,Rabies control investigation records.,disclosed in part
ocd-division/country:ca/cd:3530,2012021,21,general,business,"Phase I Environmental site assessment for {address removed}, Cambridge.",nothing disclosed
ocd-division/country:ca/cd:3530,2012022,22,personal,public,A complete copy of Ontario Works client file for {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2012023,23,general,business,"Phase I Environmental site assessment for {address removed}, Kitchener.",all disclosed
ocd-division/country:ca/cd:3530,2012024,24,general,business,"Phase I Environmental site assessment for {address removed}, Waterloo.",nothing disclosed
ocd-division/country:ca/cd:3530,2012025,25,general,business,"Phase I environmental site assessment for parcel of land in Hespeler {address removed}, including road right of way for part of Black Bridge Road and Town Line Road.",nothing disclosed
ocd-division/country:ca/cd:3530,2012026,26,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2012027,27,general,public,"Taxi owner, driver, broker identity and related vehicle information for {company name removed} and {company name removed} for 2012.",disclosed in part
ocd-division/country:ca/cd:3530,2012028,28,general,business,"Phase I Environmental site assessment for parcel of land near {address removed}, St. Jacob's.",abandoned
ocd-division/country:ca/cd:3530,2012029,29,general,business,"Phase I environmental site assessment for parcel of land {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2012030,30,general,business,All records related to the Comprehensive Review for Employment Lands (City of Kitchener).,all disclosed
ocd-division/country:ca/cd:3530,2012031,31,general,business,"Financial records, audited statements, and correspondence regarding {company name removed} affordable housing.",all disclosed
ocd-division/country:ca/cd:3530,2012032,32,general,business,18 items relating to Housing Services Division involvement with property management suppliers and issues for {company name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2012033,33,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2012034,34,general,business,"Phase I environmental site assessment for {address removed}, Kitchener.",abandoned
ocd-division/country:ca/cd:3530,2012035,35,personal,public,A complete copy of Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2012036,36,general,business,"Records related to sidewalk repairs, inspections, complaints and falls at {address removed}, Kitchener.",nothing disclosed
ocd-division/country:ca/cd:3530,2012037,37,,public,Rabies control inspection records for incident occurring on {date removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2012038,38,general,public,"Public Health inspection records related to the pool at {address removed}, Waterloo;  for period 2009/12/6 to date.",disclosed in part
ocd-division/country:ca/cd:3530,2012039,39,general,public,"Property standards inspections regarding balconies at {address removed}, Waterloo.",transferred
ocd-division/country:ca/cd:3530,2012040,40,general,business,"Property standards inspections regarding {address removed}, Kitchener.",transferred
ocd-division/country:ca/cd:3530,2012041,41,general,public,"Video recording from GRT bus regarding a passenger struck by vehicle after exiting bus on {address removed}, Waterloo on November 2, 2012.",nothing disclosed
ocd-division/country:ca/cd:3530,2012042,42,general,business,"Phase I environmental site assessment for {address removed}, Kitchener",disclosed in part
ocd-division/country:ca/cd:3530,2012043,43,general,business,"Phase I environmental site assessment for {address removed}, Cambridge. ",all disclosed
ocd-division/country:ca/cd:3530,2013001,1,general,business,Winning bid for blueprinting services for 2013.,all disclosed
ocd-division/country:ca/cd:3530,2013002,2,general,public,"All records relating to a presentation by {name removed} for the Community Safety and Crime Prevention Council on May 8, 2007.",disclosed in part
ocd-division/country:ca/cd:3530,2013003,3,general,public,"A list of expenses related to a presentation by {name removed} for the Community Safety and Crime Prevention Council on May 8, 2007.",all disclosed
ocd-division/country:ca/cd:3530,2013004,4,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2013005,5,general,business,Phase I environmental site assessment for {address removed}.,abandoned
ocd-division/country:ca/cd:3530,2013006,6,general,public,Multiple transportation operations and engineering records for {address removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013007,7,general,public,"Investigation report 12IS02-184, regarding Emergency Medical Services.",all disclosed
ocd-division/country:ca/cd:3530,2013008,8,general,business,"Proposal PQ2012-03 - Preston WWTP; notes, evaluation meeting minutes, and scorecards for all submissions.",disclosed in part
ocd-division/country:ca/cd:3530,2013009,9,general,business,Proposal PQ2012-03 - Preston WWTP; all submissions that pre-qualified for the project.,disclosed in part
ocd-division/country:ca/cd:3530,2013010,10,general,media,"Records related to the dismissal of {name and position removed} in March 2013, including compensation paid in 2013 and severance.",nothing disclosed
ocd-division/country:ca/cd:3530,2013011,11,general,business,Phase I environmental site assessment for {address removed}.,abandoned
ocd-division/country:ca/cd:3530,2013012,12,general,public,"Food-borne illness complaint records for {company name and address removed} on June 13, 2011.",all disclosed
ocd-division/country:ca/cd:3530,2013013,13,general,media,"Lease, negotiations and breakdown of costs for {company name removed} at the Region of Waterloo International Airport.",disclosed in part
ocd-division/country:ca/cd:3530,2013014,14,general,business,Pool and spa inspection records for {address removed},all disclosed
ocd-division/country:ca/cd:3530,2013015,15,general,public,"Arborist inspection, complaints, tree maintenance practices, and committee reports regarding inspections as a result of an injury caused by falling tree at {address removed}.",disclosed in part
ocd-division/country:ca/cd:3530,2013016,16,general,public,"Multiple transportation operations and engineering records for {address removed} between May 1 and 2, 2013.",all disclosed
ocd-division/country:ca/cd:3530,2013017,17,general,business,Identity and affiliation of freedom of information request {request number removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013018,18,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2013019,19,general,public,Information relating to the planning and costs directly and indirectly relating to the LRT; and the process used to determine how the public was consulted.,abandoned
ocd-division/country:ca/cd:3530,2013020,20,personal,public,Requester's personal information provided to {organization name removed} by Family & Children's Services in relation to former spouse's application for assisted housing.,nothing disclosed
ocd-division/country:ca/cd:3530,2013021,21,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013022,22,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013023,23,general,public,Contract with City of Guelph for organics processing and other items related to finances.,disclosed in part
ocd-division/country:ca/cd:3530,2013024,24,personal,public,Records pertaining to requester and {company name removed} from 1987 to date.,disclosed in part
ocd-division/country:ca/cd:3530,2013025,25,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013026,26,general,public,All records related to contracts and/or funding agreements between the Region of Waterloo and {organization name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2013027,27,general,public,"Occurrence report, notes, witness statements and other information concerning a motor vehicle accident on November 22, 2010.",transferred
ocd-division/country:ca/cd:3530,2013028,28,personal,public,"Grand River Transit bus video of requester suffering medical emergency on iXpress 200, on {date removed} approaching {location removed}.",all disclosed
ocd-division/country:ca/cd:3530,2013029,29,general,public,"Records related to Official Plan Amendment 25 passed by North Dumfries, JK Developments GP2 Ltd. and Delmart Holdings Inc. between July 15, 2013 and October 10, 2013.",disclosed in part
ocd-division/country:ca/cd:3530,2013030,30,general,public,Video recording from Grand River Transit bus regarding collision with requester's vehicle.,all disclosed
ocd-division/country:ca/cd:3530,2013031,31,general,public,"Contracts issued for the Waterloo Wastewater Treatment plant project, plus amendments and emails related to the contracts.",abandoned
ocd-division/country:ca/cd:3530,2013032,32,general,public,Agreement between Region of Waterloo and Metrolinx for the assignment of LRT train sets from the TTC.,all disclosed
ocd-division/country:ca/cd:3530,2013033,33,general,business,"Financial records and audited statements regarding {company name removed}; correspondence between Region of Waterloo and developer regarding information requests, financial statements and management of the development.",all disclosed
ocd-division/country:ca/cd:3530,2014001,1,personal,public,"Copy of Ontario Works client file for {name removed} from January 9, 2009 to date.",nothing disclosed
ocd-division/country:ca/cd:3530,2014002,2,general,public,"Camera recording at {address removed} from September 24, 2013.",nothing disclosed
ocd-division/country:ca/cd:3530,2014003,3,general,media,"Records related to the dismissal of {name and position removed} in March 2013, including compensation paid in 2013 and severance.",nothing disclosed
ocd-division/country:ca/cd:3530,2014004,4,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014005,5,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014006,6,personal,public,A complete copy of Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2014007,7,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014008,8,general,business,Phase I environemntal site assesment for {address removed}.,abandoned
ocd-division/country:ca/cd:3530,2014009,9,general,business,1998 Reconnaissance TCE Investigation for {address removed} and report URS R-A-DA-98-02. ,all disclosed
ocd-division/country:ca/cd:3530,2014010,10,personal,public,A complete copy of Ontario Works client file for {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2014011,11,personal,public,A complete copy of Ontario Works client file for {name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2014012,12,personal,public,A complete copy of Ontario Works client file for {name removed}.,abandoned
ocd-division/country:ca/cd:3530,2014013,13,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014014,14,general,public,"Financial reporting, statements and audits for {business removed} from 2009 to 2013 including correspondence.",disclosed in part
ocd-division/country:ca/cd:3530,2014015,15,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014016,16,general,public,Any and all records related to {organization name removed} from 2001 to present.  ,nothing disclosed
ocd-division/country:ca/cd:3530,2014017,17,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014018,18,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014019,19,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014020,20,general,public,All correspondence between the Region of Waterloo and {name removed} from September 2012 to present that relates to {name removed}  or {orgnization name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014021,21,general,public,All records related to the possiblity of making a complaint to the {orgnization name removed} about {name removed}or {organization name removed}.,nothing disclosed
ocd-division/country:ca/cd:3530,2014022,22,general,public,Any and all correspondence between the Regional of Waterloo and any of the following individuals from September 2012 to present: {names removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014023,23,general,media,Project agreement between Region of Waterloo and GrandLinq.,disclosed in part
ocd-division/country:ca/cd:3530,2014024,24,personal,public,A complete copy of Ontario Works client file for {name removed}.,all disclosed
ocd-division/country:ca/cd:3530,2014025,25,personal,public,Video surveillance relating to accident occurring on {date removed} at the GRT Bus Terminal in Cambridge.,disclosed in part
ocd-division/country:ca/cd:3530,2014026,26,personal,public,GRT Bus 2416 outside video footage from {date removed} at 2:00 pm.,all disclosed
ocd-division/country:ca/cd:3530,2014027,27,personal,public,A complete copy of Ontario Works client file for {name removed}.,disclosed in part
ocd-division/country:ca/cd:3530,2014028,28,personal,public,GRT Bus 2416 outside video footage from {date removed} at 2:00 pm.,all disclosed
ocd-division/country:ca/cd:3530,2014029,29,personal,public,"Notes of the nurse/employee who visited {name removed} on {date removed} with a police officer; notes of any other Regional employee regarding this incident; any witness statements; any evidence relied on by Regional employees; any occurrence report or summary report prepared by Regional employees; any photograph or video from the scene of the incident; any other report, document, summary of the incident; all records regarding this incident in the possession of the Region.",nothing disclosed
ocd-division/country:ca/cd:3530,2014030,30,general,public,A file search for tobacco on {company name and address removed},all disclosed
