division_id,identifier,alternate_identifier,position,abstract,organization,applicant_type,processing_fee,date,url,byte_size,number_of_pages,number_of_rows,duration
ocd-division/country:ca/province:bc,HTH-2015-53141,HTH-2015-53141,53141,Records regarding the current and most recent version of the Ministry rules and procedures for following and processing FOI requests. (Date Range for Record Search: From 09/01/2013 To 09/29/2015),Health,organization,0.00,2015-11-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-53141&title=FOI%20Request%20-%20HTH-2015-53141,1168433,2,0,0
ocd-division/country:ca/province:bc,HTH-2015-53176,HTH-2015-53176,53176,"The current Briefing Note template used by Ministry staff for briefing and/or seeking the approval of the Minister, Deputy Minister and Assistant Deputy Ministers.",Health,business,0.00,2015-11-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-53176&title=FOI%20Request%20-%20HTH-2015-53176,1435099,4,0,0
ocd-division/country:ca/province:bc,JTI-2015-53149,JTI-2015-53149,53149,"All details, contract, deliverables relating to a payment of $232,709 to NRG Research Group Inc. as listed in the 2014/15 Public Accounts under 'Other Suppliers'. (Date Range for Record Search: From 04/01/2014 To 03/31/2015)","Jobs, Tourism and Skills Training",media,0.00,2015-11-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JTI-2015-53149&title=FOI%20Request%20-%20JTI-2015-53149,1007802,29,0,0
ocd-division/country:ca/province:bc,MOE-2014-00223,6633324,223,"Any and all communication records prepared on the Mount Polley mine disaster from August 4 to August 6, 2014 inclusive for the Premier and/or Ministers Bennett, Polak, Anton and/ or Thomson including but not limited to any speaking notes, Qs and As, Points to Note, communication plans, media strategies, briefing or issue notes and/ or communications language provided via email or other correspondence.",Environment,organization,0.00,2015-11-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:6633324&title=FOI%20Request%20-%20MOE-2014-00223,11352968,474,0,0
ocd-division/country:ca/province:bc,TRA-2015-51972,TRA-2015-51972,51972,"Records of the Ministry's [MOTI] Commercial Vehicle Safety and Enforcement officers' activities patrolling the road network west of the community of Lillooet in 2014 and the first half of 2015. Roads west of Lillooet, along the Bridge River Road (also called Highway 40 or Road 40), or near it, such as, Marshall Creek Road, Mud Creek Main, Tyaughton Lake, and Slim Creek Main; not including Highway 99. (Date Range for Record Search: From 02/01/2014 To 06/30/2015)",Transportation and Infrastructure,public,0.00,2015-11-04,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-51972&title=FOI%20Request%20-%20TRA-2015-51972,2659381,52,0,0
ocd-division/country:ca/province:bc,CSC-2015-52246,CSC-2015-52246,52246,"Briefing notes dated April 14, 2015 (draft) and May 27th (final), regarding an Amendment to the Land Use Plan for UBC's Point Grey Campus Lands, Cliff #156743. (Date Range for Record Search: From 04/13/2015 To 07/15/2015)","Community, Sport and Cultural Development",organization,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CSC-2015-52246&title=FOI%20Request%20-%20CSC-2015-52246,28112624,153,0,0
ocd-division/country:ca/province:bc,CTZ-2015-52835,CTZ-2015-52835,52835,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to the Minister/Minister of State/Premier that were prepared between July 1, 2015 to July 31, 2015.","Technology, Innovation and Citizens' Services",organization,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CTZ-2015-52835&title=FOI%20Request%20-%20CTZ-2015-52835,90405,1,0,0
ocd-division/country:ca/province:bc,EGM-2015-53254,EGM-2015-53254,53254,"Mines Act Permit M-85, issued to Consolidated Mining and Smelting or Cominco for the HB Mine operations near Salmo, BC, including any amended versions of M-85. (Date Range for Record Search: From 01/01/1950 To 01/01/2015)",Energy and Mines,public,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:EGM-2015-53254&title=FOI%20Request%20-%20EGM-2015-53254,1119095,5,0,0
ocd-division/country:ca/province:bc,JTI-2015-52106,JTI-2015-52106,52106,"Communications between Employment and Social Development Canada (ESDC), Human Resources and Skills Development Canada (HRSDC) and the Ministry regarding B.C.'s Temporary Foreign Worker annex and any programs future or present that would expedite TFWs for projects in BC. (Date Range for Record Search: From 05/01/2014 To 08/01/2014)","Jobs, Tourism and Skills Training",media,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JTI-2015-52106&title=FOI%20Request%20-%20JTI-2015-52106,6216957,14,0,0
ocd-division/country:ca/province:bc,LDB-2015-53092,LDB-2015-53092,53092,"A copy of the operating agreement, and any modifications thereof, that licensee retail stores were required to sign with the BC Liquor Distribution Branch and that was in effect in the period from 1985 to 1987. (Date Range for Record Search: From 01/01/1985 To 12/31/1987)",Liquor Distribution Branch,business,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:LDB-2015-53092&title=FOI%20Request%20-%20LDB-2015-53092,288606,7,0,0
ocd-division/country:ca/province:bc,LDB-2015-53093,LDB-2015-53093,53093,"Any notes, briefs, memoranda, executive summaries, background papers, policies, guidelines, instructions, reports, decks, presentations, emails, meeting agendas, meeting minutes, handouts or handwritten notes pertaining to: The use of or implementation of refrigeration for the sale of product to customers in government liquor stores; Any additional charges to consumers beyond the regular selling price for the sale of refrigerated product in government liquor stores. (Date Range for Record Search: From 12/01/1992 To 12/31/1995)",Liquor Distribution Branch,business,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:LDB-2015-53093&title=FOI%20Request%20-%20LDB-2015-53093,350531,4,0,0
ocd-division/country:ca/province:bc,OOP-2015-52392,OOP-2015-52392,52392,"Any records pertaining to: The disposal of the provincial Jericho lands; The negotiation of the disposal of the provincial Jericho lands between the Crown in right of the Province of BC including the Ministry of Technology, Innovation and Citizens’ services and the interested First Nations including the Musqueam, the Tsleil-Waututh and the Squamish; The Conseil scolaire francophone de la Colombie-Britannque, School Distrist 93 regarding the provincial Jericho lands; The potential uses or the future disposal of the provincial Jericho lands including a study conducted by Coriolis Consulting Corporation titled Evaluation of the Development Potential of the Provincial Jericho Lands prepared for Altus Group, including a draft report dated on or about October 2012 and other draft and final versions of the study or any other studies, reports or records; Discussing or commenting upon parties private or public interested in the acquisition or use of the provincial Jericho lands; The disposal of or the future use of the provincial Jericho lands between the MTICS and the Ministry of Education.",Office of the Premier,government,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:OOP-2015-52392&title=FOI%20Request%20-%20OOP-2015-52392,421014,12,0,0
ocd-division/country:ca/province:bc,OOP-2015-52849,OOP-2015-52849,52849,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to the Minister/Minister of State/Premier that were prepared between July 1, 2015 to July 31, 2015.",Office of the Premier,organization,0.00,2015-11-05,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:OOP-2015-52849&title=FOI%20Request%20-%20OOP-2015-52849,55140,1,0,0
ocd-division/country:ca/province:bc,AED-2015-53035,AED-2015-53035,53035,All briefing notes on the subject of Vancouver Community College that were created between April 2014 and the present. (Date Range for Record Search: From 04/01/2014 To 09/14/2015),Advanced Education,public,0.00,2015-11-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AED-2015-53035&title=FOI%20Request%20-%20AED-2015-53035,4384770,13,0,0
ocd-division/country:ca/province:bc,AGR-2015-52853,AGR-2015-52853,52853,"A summary document listing any and all contracts including service agreements or service contracts that have been directly awarded by the Ministry including the name of the contractor, the dollar amount of contract, a short description of services provided and the Ministry's rationale for direct awarding. Timeframe is July 1, 2015 to July 31, 2015.",Agriculture,organization,0.00,2015-11-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AGR-2015-52853&title=FOI%20Request%20-%20AGR-2015-52853,56481,1,0,0
ocd-division/country:ca/province:bc,EGM-2015-52337,EGM-2015-52337,52337,"Mines Permit and Waste Discharge Permit or other MOE authorization for 1943 Millstream Road operated by Tervita Corporation; Mines Permit and Waste Discharge Permit or other MOE authorization for 4975 Koksilah Road operated by Evans Redi Mix Ltd; Relating to Mines Permit Q-8-094 for 2012 to present:  all internal correspondence, notes, memoranda including assessments of MEM staff of proposed amendments to the Amended Mines Act Permit Q-8-094; Relating to South Island Aggregates Quarry Approval 15-1610355-0717: including but not limited to all comments, notes , correspondence, documents generated by Anne Moody Senior Reclamation Officer, MEM Permit amendments and related reclamation permit with MOE.  Our request is particularly directed to: Date range of interest is April 1, 2012 to December 31, 2014; the work of Ms. Anne Moody in reviewing the draft amendments to the Ministry of Mines Permit and any consideration of reclamation; the work of other MEM staff in assessing the application of the Mines Code to draft amendments, and in particular any consideration of reclamation by MEM.",Energy and Mines,business,295.00,2015-11-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:EGM-2015-52337&title=FOI%20Request%20-%20EGM-2015-52337,131573954,326,0,0
ocd-division/country:ca/province:bc,OOP-2015-52159,OOP-2015-52159,52159,[Specified] records pertaining to West Point Grey Academy and Pacific Spirit School (formally Life Song School). (Date Range for Record Search: From 01/01/1995 To 07/07/2015),Office of the Premier,government,60.00,2015-11-06,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:OOP-2015-52159&title=FOI%20Request%20-%20OOP-2015-52159,757082,30,0,0
ocd-division/country:ca/province:bc,FIN-2014-00236,6637892,236,"Any and all correspondence received by the Ministry or the Office of the Minister from Colin Hansen. Timeframe is June 1, 2013 to [October 1, 2014].",Finance,organization,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:6637892&title=FOI%20Request%20-%20FIN-2014-00236,1164208,15,0,0
ocd-division/country:ca/province:bc,FNR-2015-51581,FNR-2015-51581,51581,"Minutes of meetings concerning the development of the Draft Pender Harbour Dock Management Plan from the Ministry, along with any citations for scientific and historical studies which served as resource materials in developing this Plan; participants in these meeting would be the Sechelt Indian Band, or shÃ-shÃ¡lh Nation, the Sechelt First Nation, and Kevin Haberl and Jacqueline Cavill. (Date Range for Record Search: From 01/02/2013 To 06/05/2015)","Forests, Lands and Natural Resource Operations",organization,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-51581&title=FOI%20Request%20-%20FNR-2015-51581,5613533,87,0,0
ocd-division/country:ca/province:bc,FNR-2015-52422,FNR-2015-52422,52422,Documents related to banning logging in old growth forests; Any analysis provided to the Minister that considered or analyzed the option of a province-wide or site-specific ban on timber harvesting of old growth trees or stands; The most recent and comprehensive legal or policy analysis and search for documents. (Date Range for Record Search: From 01/01/2001 To 08/07/2015),"Forests, Lands and Natural Resource Operations",organization,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52422&title=FOI%20Request%20-%20FNR-2015-52422,669323,6,0,0
ocd-division/country:ca/province:bc,FNR-2015-52428,FNR-2015-52428,52428,Records relating to the Premier's visit to Kelowna July 23rd specifically: Itineraries; Correspondence with Prime Minister's Office or agents thereof; Budget records; Any reports or post-mortems/debriefs following the event. (Date Range for Record Search: From 07/01/2015 To 08/01/2015),"Forests, Lands and Natural Resource Operations",public,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52428&title=FOI%20Request%20-%20FNR-2015-52428,1568376,11,0,0
ocd-division/country:ca/province:bc,FNR-2015-52443,FNR-2015-52443,52443,Any and all copies of:  Applications for exemption to export un-manufactured residual products submitted by Western Forest Products; Applications for permits to export un-manufactured timber submitted by Western Forest Products; Permits for export granted to Western Forest Products;  The Ministry Federal Bi-Weekly Advertising List. (Date Range for Record Search: From 02/20/2015 To 08/11/2015),"Forests, Lands and Natural Resource Operations",business,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52443&title=FOI%20Request%20-%20FNR-2015-52443,2198344,28,0,0
ocd-division/country:ca/province:bc,FNR-2015-52840,FNR-2015-52840,52840,"A summary document showing the Cliff number, date, and title/issue of all briefing notes, issues notes and advice to the Minister/Minister of State/Premier that were prepared between July 1, 2015 to July 31, 2015.","Forests, Lands and Natural Resource Operations",organization,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52840&title=FOI%20Request%20-%20FNR-2015-52840,57376,1,0,0
ocd-division/country:ca/province:bc,FNR-2015-53086,FNR-2015-53086,53086,"All records related to reduced revenues to the Crown by virtue of the stumpage appraisal system regarding timber harvesting operations due to allowing expenses for site preparation, harvesting costs, barging costs, replanting of trees, road construction, road maintenance, and maintenance of booming grounds, including can buoys and anchors and aids to navigation with respect to the road presently known as the Clapp Basin Road, which begins at the Rennell Sound mainline, transverses District Lots 30 and 31, Queen Charlotte District, Graham Island, Haida Gwaii and terminates at the Clapp Basin Recreation site in the Shields bay area:  From January 1 1960 to April 26 1980 relating to Q.C. Timber Ltd incorporation # BC0036218 and CIPA Lumber Co. Ltd. incorporation # BC0079341, and, from April 26, 1980 to December 16, 1986 relating to CIPA Industries Ltd incorporation # BC0208847. (Date Range for Record Search: From 01/01/1960 To 12/16/1986)","Forests, Lands and Natural Resource Operations",public,636.75,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53086&title=FOI%20Request%20-%20FNR-2015-53086,5503932,171,0,0
ocd-division/country:ca/province:bc,FNR-2015-53208,FNR-2015-53208,53208,"Copies of consent to Sub-Lease, Lease no. 242098, File no. 0356286, Disposition no. 893721, the date and the schedule, including the author and who signed the document.","Forests, Lands and Natural Resource Operations",public,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-53208&title=FOI%20Request%20-%20FNR-2015-53208,780692,4,0,0
ocd-division/country:ca/province:bc,JTI-2015-52444,JTI-2015-52444,52444,"All records, e-mails, reports, position papers and briefing notes regarding the issuing of an August 11th, 2015 news release from the Ministry on 'summer staycation dos and don'ts.', including the number of employees and total number of hours spent crafting the release. (Date Range for Record Search: From 06/01/2015 To 08/11/2015)","Jobs, Tourism and Skills Training",media,0.00,2015-11-09,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JTI-2015-52444&title=FOI%20Request%20-%20JTI-2015-52444,4885655,13,0,0
ocd-division/country:ca/province:bc,FIN-2015-52285,FIN-2015-52285,52285,"The following 2014/15 contracts: C15CFFS31970 with International Sports Inc., C15FIC32569 with KPMG LLP, C15REV31360 with CDL Consulting, C15RT132707A with KPMG LLG; Any records of final work product submitted to government associated with the listed contracts i.e. reports, summaries of work undertaken, etc.",Finance,organization,0.00,2015-11-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FIN-2015-52285&title=FOI%20Request%20-%20FIN-2015-52285,41236747,179,0,0
ocd-division/country:ca/province:bc,HTH-2015-52953,HTH-2015-52953,52953,"Request the following briefing notes: 1015075, 1035358, 1027736, 1035761, 1031861, 1032474, 1036621, 1035658.",Health,organization,0.00,2015-11-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-52953&title=FOI%20Request%20-%20HTH-2015-52953,7462654,37,0,0
ocd-division/country:ca/province:bc,TRA-2015-52410,TRA-2015-52410,52410,"Copy of permit given to Mertion Excavating or Klayton Mertion of Vernon BC for hauling heavy equipment/material on Brentwood Road Vernon, BC, a non-industrial road; Copy of correspondence and/or notes between Mertion Excavating or Klayton Mertion and MOTI or from MOTI to Mertion Excavating or Klayton Mertion. (Date Range for Record Search: From 09/01/2014 To 08/10/2015)",Transportation and Infrastructure,public,0.00,2015-11-10,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-52410&title=FOI%20Request%20-%20TRA-2015-52410,2617261,11,0,0
ocd-division/country:ca/province:bc,CFD-2015-53131,CFD-2015-53131,53131,A copy of receipts from the Ministry of Children and Family Development purchasing card expenditures regarding the Planned Parenthood Association entry for $865.94.,Children and Family Development,media,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CFD-2015-53131&title=FOI%20Request%20-%20CFD-2015-53131,72926,2,0,0
ocd-division/country:ca/province:bc,EGM-2015-51153,EGM-2015-51153,51153,All email and correspondence to or from the Minister of Energy and Mines' Office regarding South Island Aggregates. (Date Range for Record Search: From 01/01/2013 To 05/11/2015),Energy and Mines,public,96.50,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:EGM-2015-51153&title=FOI%20Request%20-%20EGM-2015-51153,28821279,178,0,0
ocd-division/country:ca/province:bc,HTH-2015-51858,HTH-2015-51858,51858,"Any e-mails, memos, briefing notes, issues notes sent or received by Health Minister Mike de Jong pertaining to the Therapeutics Initiative and the Alzheimer's Drug Therapy Initiative. (Date Range for Record Search: From 01/02/2012 To 07/31/2012)",Health,media,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-51858&title=FOI%20Request%20-%20HTH-2015-51858,6228131,18,0,0
ocd-division/country:ca/province:bc,JAG-2015-53190,JAG-2015-53190,53190,"Copies of records regarding the following fire: #CPA 2015 07 18 14 03, July 18, 2015, 6110 Russell Place Port Alberni, Owner [named individual].",Justice,public,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JAG-2015-53190&title=FOI%20Request%20-%20JAG-2015-53190,462087,5,0,0
ocd-division/country:ca/province:bc,MSB-2015-52541,MSB-2015-52541,52541,Regarding the July 30-announced appointment of Coralee Oakes as the new Minister Responsible for the Liquor Distribution Branch: All Briefing Book and Transition Information about LDB prepared for and/or provided to the new Minister.,Small Business and Red Tape Reduction,media,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:MSB-2015-52541&title=FOI%20Request%20-%20MSB-2015-52541,13878362,96,0,0
ocd-division/country:ca/province:bc,PSA-2015-51583,PSA-2015-51583,51583,"Any and all records of correspondence, reports, updates, meeting notes between employees of the Public Service Agency and the RCMP regarding the investigation into contracting irregularities, improper data access management, research grant practices, intellectual property infringements, conflicts of interests, and data breaches uncovered by the investigation. (Date Range for Record Search: From 09/05/2012 To 06/09/2015)",BC Public Service Agency,organization,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:PSA-2015-51583&title=FOI%20Request%20-%20PSA-2015-51583,245273,1,0,0
ocd-division/country:ca/province:bc,PSA-2015-52115,PSA-2015-52115,52115,"Related to the termination of eight employees and contractors of the BC Ministry of Health in 2012, the 2013 review by the Office of the Information and Privacy Commissioner, the 2014 review by lawyer Marcia McNeil: Separately, the total costs of each of these reviews including costs for government employees and contractors, in-house or external legal advice, and any other review costs whether in-house or contracted printing, media releases, etc. (Date Range for Record Search: From 07/01/2012 To 06/22/2015)",BC Public Service Agency,public,0.00,2015-11-13,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:PSA-2015-52115&title=FOI%20Request%20-%20PSA-2015-52115,92319,1,0,0
ocd-division/country:ca/province:bc,AED-2015-52878,AED-2015-52878,52878,"All records regarding proposed changes to compensation rules for executive positions in post secondary institutions including but not limited to:  Correspondence and emails sent to and by the Minister, his staff, the Deputy Minister, Assistant Deputy Ministers, Ministry staff; Meeting minutes; information, briefing, decision notes. (Date Range for Record Search: From 04/01/2015 To 08/25/2015)",Advanced Education,organization,0.00,2015-11-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AED-2015-52878&title=FOI%20Request%20-%20AED-2015-52878,717997,22,0,0
ocd-division/country:ca/province:bc,FNR-2015-52604,FNR-2015-52604,52604,Any and all documents pertaining to the Qayqayt First Nation aka New Westminster Indian Band (First Nation Band #566) land claim/claims on land/lands located in New Westminster and Surrey municipalities. (Date Range for Record Search: From 01/01/2011 To 08/18/2015),"Forests, Lands and Natural Resource Operations",public,0.00,2015-11-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52604&title=FOI%20Request%20-%20FNR-2015-52604,2454291,17,0,0
ocd-division/country:ca/province:bc,HTH-2015-53203,HTH-2015-53203,53203,"Records regarding amount paid to Dr Kevin Solomons, Psychiatrist, for each of the past 5 years. (Date Range for Record Search: From 01/01/2009 To 10/07/2015)",Health,business,0.00,2015-11-16,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-53203&title=FOI%20Request%20-%20HTH-2015-53203,483816,3,0,0
ocd-division/country:ca/province:bc,AED-2015-52910,AED-2015-52910,52910,"Contracts, expenses and the details of the total sums of money paid by the Ministry to lawyers and legal services by which the Ministry of Advanced Education directed the operators of Rutherford to cease contravening the Degree Authorization Act from 2007 to 2015, including expenses paid and claimed expenses, contracts and sums of money paid by the Ministry of Advanced Education or the Ministry of the Attorney General, into the provision of the report as written by D. Lovette, Leinburd & Boswell, A. K. Fraser, Kerr Redekop Leinburd & Boswell Barristers & Solicitors; A record indicating when and to whom the letter, on page 15/27 of the FOI file AED-2015-52110, was sent or received.",Advanced Education,public,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AED-2015-52910&title=FOI%20Request%20-%20AED-2015-52910,11717180,30,0,0
ocd-division/country:ca/province:bc,AGR-2015-52693,AGR-2015-52693,52693,"A summary document listing any and all contracts including service agreements or service contracts that have been directly awarded by the Ministry including the name of the contractor, the dollar amount of contract, a short description of services provided and the Ministry's rationale for direct awarding. Timeframe is June 1, 2015 to June 30, 2015.",Agriculture,organization,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AGR-2015-52693&title=FOI%20Request%20-%20AGR-2015-52693,147619,1,0,0
ocd-division/country:ca/province:bc,AGR-2015-52977,AGR-2015-52977,52977,"Copies of Briefing Notes as referenced by Cliff numbers 182315, 182158 and 182165.",Agriculture,media,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:AGR-2015-52977&title=FOI%20Request%20-%20AGR-2015-52977,186988,4,0,0
ocd-division/country:ca/province:bc,CTZ-2015-53148,CTZ-2015-53148,53148,"A copy of the contract and a detailed record of payments relating to a payment of $232,709 to NRG Research Group Inc. as listed in the 2014/15 Public Accounts under Other Suppliers.","Technology, Innovation and Citizens' Services",media,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:CTZ-2015-53148&title=FOI%20Request%20-%20CTZ-2015-53148,5367354,136,0,0
ocd-division/country:ca/province:bc,FNR-2015-52335,FNR-2015-52335,52335,"Copies of any scientific or biological studies or data used or relied upon in the formulation of the Draft Pender Harbour Dock Management Plan; Copies of any memos, briefing notes, executive summaries or email or any document created as a result of or evidencing communication between the office of Heather MacKnight, Regional Executive Director, South Coast and the Minister that contain reference to the Pender Harbour Dock Management Plan or the Draft Pender Harbour Dock Management Plan. (Date Range for Record Search: From 01/01/2010 To 08/04/2015)","Forests, Lands and Natural Resource Operations",public,110.10,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FNR-2015-52335&title=FOI%20Request%20-%20FNR-2015-52335,5324041,136,0,0
ocd-division/country:ca/province:bc,HTH-2015-52203,HTH-2015-52203,52203,"All official missives, manuals, memoranda, guidelines, forms, training information, handbooks, and any draft legislation and related documents, and analysis relating to: [Specified] sex indication, sex designation, parental sex indication, changing parental sex indications, and changing names on birth registrations [topics]. (Date Range for Record Search: From 07/20/2014 To 07/20/2015)",Health,business,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:HTH-2015-52203&title=FOI%20Request%20-%20HTH-2015-52203,6848665,144,0,0
ocd-division/country:ca/province:bc,JAG-2015-52990,JAG-2015-52990,52990,"The total number of Immediate Roadside Prohibitions (IRPs) issued in the months of June, July and August 2015; Copies of every IRP decision from the months of June, July and August 2015 in which prohibition was revoked.",Justice,media,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:JAG-2015-52990&title=FOI%20Request%20-%20JAG-2015-52990,128978356,804,0,0
ocd-division/country:ca/province:bc,TRA-2015-50725,TRA-2015-50725,50725,"Departmental records concerning the use of aerial drones, UAs, UAVs or UASs (otherwise known as drones) or plans to acquire (or borrow) and use drones in the future, including requests for proposals, proposals submitted by vendors, contracts, budgets or cost allocations, policies, guidelines and manuals and the types of investigations or incidents in which the Ministry plans to use drones. (Date Range for Record Search: From 01/01/2014 To 04/13/2015)",Transportation and Infrastructure,media,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-50725&title=FOI%20Request%20-%20TRA-2015-50725,23148501,81,0,0
ocd-division/country:ca/province:bc,TRA-2015-52200,TRA-2015-52200,52200,"Any and all documents, briefing notes, meeting minutes related to the Bicycle Safety Helmet Exemption BC Reg. 261/96 in particular with regards to the cycle type quadricycle, BC Reg. 305/99, s. 1.and s. 2 b (Date Range for Record Search: From 01/01/1994 To 12/31/1996)",Transportation and Infrastructure,business,140.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-52200&title=FOI%20Request%20-%20TRA-2015-52200,1120961,36,0,0
ocd-division/country:ca/province:bc,TRA-2015-53081,TRA-2015-53081,53081,"All inspection reports of the Dewdney bridge on highway 7 between Mission and Hope, possibly bridge number 00596. The time frame for this request is January 1, 2010 to September 17, 2015.",Transportation and Infrastructure,organization,0.00,2015-11-17,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:TRA-2015-53081&title=FOI%20Request%20-%20TRA-2015-53081,9482743,60,0,0
ocd-division/country:ca/province:bc,EGM-2015-53185,EGM-2015-53185,53185,"Inspection reports for Interoute’s Westside road gravel pit, Revelstoke. (Date Range for Record Search: From 01/01/2010 To 10/04/2015)",Energy and Mines,public,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:EGM-2015-53185&title=FOI%20Request%20-%20EGM-2015-53185,19543011,100,0,0
ocd-division/country:ca/province:bc,FIN-2015-52348,FIN-2015-52348,52348,"Amount of all PST collected on legal services in 2013 and 2014; Amount of how much of this portion of PST collected was spent on legal aid and similar programs, with a breakdown in 2013 and 2014; Amount of money spent on legal aid in 2013 and 2014. (Date Range for Record Search: From 01/01/2013 To 12/31/2014)",Finance,business,0.00,2015-11-18,http://www.openinfo.gov.bc.ca/ibc/search/detail.page?config=ibc&P110=recorduid:FIN-2015-52348&title=FOI%20Request%20-%20FIN-2015-52348,1409683,4,0,0
