division_id,identifier,position,abstract,classification,date_accepted,date
ocd-division/country:ca/csd:4811061,2013-0346,346,Terwillegar Foot Bridge,general,2013-12-11,2014-03-11
ocd-division/country:ca/csd:4811061,2014-0030,30,Rankings of the Terwillegar Foot Bridge Construction Access,general,2014-01-29,2014-03-11
ocd-division/country:ca/csd:4811061,2014-0034,34,Property Complaints,general,2014-02-11,2014-03-11
ocd-division/country:ca/csd:4811061,2014-0074,74,Animal Control report,general,2014-03-05,2014-03-11
ocd-division/country:ca/csd:4811061,2014-0079,79,Law Enforcement Disclosure,general,2014-03-11,2014-03-11
ocd-division/country:ca/csd:4811061,2014-0049,49,Final report on aboriginal consultation re: Walterdale Bridge,general,2014-02-12,2014-03-12
ocd-division/country:ca/csd:4811061,2014-0073,73,Patient Care Report,general,2014-03-05,2014-03-12
ocd-division/country:ca/csd:4811061,2014-0050,50,Portable Sign permit application,general,2014-02-12,2014-03-13
ocd-division/country:ca/csd:4811061,2014-0077,77,Fire Inspection Report,general,2014-03-10,2014-03-13
ocd-division/country:ca/csd:4811061,2014-0048,48,Employee file,general,2014-02-12,2014-03-14
ocd-division/country:ca/csd:4811061,2014-0083,83,Train whistling records,,2014-03-13,2014-03-14
ocd-division/country:ca/csd:4811061,2014-0082,82,Environmental records,general,2014-03-13,2014-03-18
ocd-division/country:ca/csd:4811061,2014-0086,86,Fire investigation report,general,2014-03-14,2014-03-18
ocd-division/country:ca/csd:4811061,2014-0091,91,Fire investigation report,general,2014-03-14,2014-03-18
ocd-division/country:ca/csd:4811061,2014-0092,92,Fire investigation report,general,2014-03-14,2014-03-18
ocd-division/country:ca/csd:4811061,2014-0089,89,Fire investigation report,general,2014-03-14,2014-03-19
ocd-division/country:ca/csd:4811061,2014-0090,90,Fire investigation report,general,2014-03-14,2014-03-19
ocd-division/country:ca/csd:4811061,2014-0093,93,Fire investigation report,general,2014-03-14,2014-03-19
ocd-division/country:ca/csd:4811061,2014-0094,94,Law Enforcement Disclosure,general,2014-03-14,2014-03-20
ocd-division/country:ca/csd:4811061,2014-0095,95,Drainage/flooding records,general,2014-03-06,2014-03-20
ocd-division/country:ca/csd:4811061,2014-0096,96,Building permit,,2014-03-18,2014-03-20
ocd-division/country:ca/csd:4811061,2014-0078,78,Treatment information of an individual,general,2014-03-11,2014-03-21
ocd-division/country:ca/csd:4811061,2014-0085,85,Fire investigation report,general,2014-03-14,2014-03-21
ocd-division/country:ca/csd:4811061,2014-0087,87,Fire investigation report,general,2014-03-14,2014-03-21
ocd-division/country:ca/csd:4811061,2014-0088,88,Fire investigation report,general,2014-03-14,2014-03-21
ocd-division/country:ca/csd:4811061,2014-0065,65,Communication between political party & Edmonton Fire Rescue,general,2014-02-27,2014-03-24
ocd-division/country:ca/csd:4811061,2014-0066,66,Records related to provincial government announcement,general,2014-02-27,2014-03-24
ocd-division/country:ca/csd:4811061,2014-0081,81,Work schedule of an employee,general,2014-03-10,2014-03-25
ocd-division/country:ca/csd:4811061,2014-0106,106,Fire investigation report,general,2014-03-26,2014-03-28
ocd-division/country:ca/csd:4811061,2014-0108,108,Fire investigation report,general,2014-03-14,2014-03-28
ocd-division/country:ca/csd:4811061,2014-0109,109,Fire investigation report,general,2014-03-14,2014-03-28
ocd-division/country:ca/csd:4811061,2014-0110,110,Fire investigation report,general,2014-03-14,2014-03-28
ocd-division/country:ca/csd:4811061,2014-0070,70,Respectful Workplace Investigation,personal,2014-02-28,2014-03-31
ocd-division/country:ca/csd:4811061,2014-0061,61,Taxi Licence,general,2014-02-25,2014-04-01
ocd-division/country:ca/csd:4811061,2014-0097,97,Bylaw violation notices  ,general,2014-03-21,2014-04-01
ocd-division/country:ca/csd:4811061,2014-0107,107,Fire investigation report,general,2014-03-17,2014-04-01
ocd-division/country:ca/csd:4811061,2014-0111,111,Fire and motor vehicle accident report,general,2014-03-28,2014-04-02
ocd-division/country:ca/csd:4811061,2014-0063,63,Disability management file,general,2014-02-26,2014-04-03
ocd-division/country:ca/csd:4811061,2014-0069,69,Accident report,general,2014-02-28,2014-04-03
ocd-division/country:ca/csd:4811061,2014-0084,84,4LRT campaign costs,general,2014-03-14,2014-04-03
ocd-division/country:ca/csd:4811061,2014-0113,113,Patient care report,general,2014-04-04,2014-04-08
ocd-division/country:ca/csd:4811061,2014-0116,116,Fire and motor vehicle accident report,general,2014-04-07,2014-04-08
ocd-division/country:ca/csd:4811061,2014-0105,105,Fire investigation report,general,2014-03-26,2014-04-09
ocd-division/country:ca/csd:4811061,2014-0076,76,Fluoridation of water,general,2014-03-05,2014-04-10
ocd-division/country:ca/csd:4811061,2014-0080,80,Investigation of an employee,personal,2014-03-11,2014-04-10
ocd-division/country:ca/csd:4811061,2014-0038,38,Records of the 'Energy for Change' session,general,2014-02-10,2014-04-11
ocd-division/country:ca/csd:4811061,2015-0104,104,Complaints about a property,general,2015-03-12,2014-04-13
ocd-division/country:ca/csd:4811061,2014-0112,112,"311 calls, property and inspection report",general,2014-04-03,2014-04-14
ocd-division/country:ca/csd:4811061,2014-0115,115,Federal Building,general,2014-04-04,2014-04-15
ocd-division/country:ca/csd:4811061,2014-0122,122,LRT Geotechnical report,general,2014-04-14,2014-04-15
ocd-division/country:ca/csd:4811061,2014-0098,98,Credit card totals and transactions,general,2014-03-24,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0118,118,Public Fatality Investigation,general,2014-04-10,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0120,120,Community Services file,general,2014-04-11,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0124,124,Fire investigation report,general,2014-04-11,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0125,125,Fire investigation report,general,2014-04-08,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0126,126,Fire investigation report,general,2014-04-15,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0127,127,Fire investigation report,general,2014-04-02,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0128,128,Fire investigation report,general,2014-04-02,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0131,131,Fire and motor vehicle accident report,general,2014-04-10,2014-04-17
ocd-division/country:ca/csd:4811061,2014-0117,117,Employee file,general,2014-04-09,2014-04-25
ocd-division/country:ca/csd:4811061,2014-0121,121,Councillors and Mayor water fluoridation records,general,2014-04-14,2014-04-28
ocd-division/country:ca/csd:4811061,2014-0068,68,Employee file,general,2014-02-28,2014-04-29
ocd-division/country:ca/csd:4811061,2014-0181,181,DATS complaint,,2014-06-16,2014-04-29
ocd-division/country:ca/csd:4811061,2014-0100,100,Mayor expenses,general,2014-03-13,2014-04-30
ocd-division/country:ca/csd:4811061,2014-0101,101,Mayor expenses,general,2014-03-13,2014-04-30
ocd-division/country:ca/csd:4811061,2014-0102,102,Mayor expenses,general,2014-03-13,2014-04-30
ocd-division/country:ca/csd:4811061,2014-0139,139,Fire investigation report,general,2014-04-24,2014-04-30
ocd-division/country:ca/csd:4811061,2014-0140,140,Fire investigation report,general,2014-04-30,2014-05-01
ocd-division/country:ca/csd:4811061,2014-0143,143,Fire investigation report,general,2014-04-30,2014-05-01
ocd-division/country:ca/csd:4811061,2014-0132,132,Dog history,general,2014-04-16,2014-05-02
ocd-division/country:ca/csd:4811061,2014-0114,114,Funds disbursed to the Pembina Institute,general,2014-04-03,2014-05-05
ocd-division/country:ca/csd:4811061,2014-0119,119,Transit Employee file,personal,2014-04-10,2014-05-06
ocd-division/country:ca/csd:4811061,2014-0138,138,Investigation file,general,2014-04-24,2014-05-07
ocd-division/country:ca/csd:4811061,2014-0141,141,Fire investigation report,general,2014-04-14,2014-05-07
ocd-division/country:ca/csd:4811061,2014-0142,142,Fire investigation report,general,2014-04-30,2014-05-07
ocd-division/country:ca/csd:4811061,2014-0147,147,Fire investigation report,general,2014-05-06,2014-05-08
ocd-division/country:ca/csd:4811061,2014-0020,20,Fire investigation report,general,,2014-05-09
ocd-division/country:ca/csd:4811061,2014-0129,129,Chinese manufactured pipe,general,2014-04-15,2014-05-09
ocd-division/country:ca/csd:4811061,2014-0150,150,Fire investigation report,general,2014-05-06,2014-05-09
ocd-division/country:ca/csd:4811061,2014-0153,153,Name of Business owner,general,2014-05-09,2014-05-10
ocd-division/country:ca/csd:4811061,2014-0136,136,Drainage systems renovations and permits ,general,2014-04-24,2014-05-12
ocd-division/country:ca/csd:4811061,2014-0149,149,Animal bylaw complaint ,general,2014-05-07,2014-05-15
ocd-division/country:ca/csd:4811061,2014-0155,155,Patient Care Report,general,2014-05-13,2014-05-16
ocd-division/country:ca/csd:4811061,2014-0160,160,Phase 1 Environmental Site Assessment,general,2014-05-20,2014-05-20
ocd-division/country:ca/csd:4811061,2014-0161,161,Video of a motor vehicle accident,personal,2014-05-22,2014-05-22
ocd-division/country:ca/csd:4811061,2014-0135,135,Employee file,personal,2014-04-24,2014-05-26
ocd-division/country:ca/csd:4811061,2014-0137,137,Employee file,general,2014-04-24,2014-05-26
ocd-division/country:ca/csd:4811061,2014-0152,152,Referral for POSSE report,general,2014-05-09,2014-05-26
ocd-division/country:ca/csd:4811061,2014-0158,158,Census Worker Evaluation,personal,2014-05-15,2014-05-27
ocd-division/country:ca/csd:4811061,2014-0145,145,Fire investigation report,general,2014-05-20,2014-05-28
ocd-division/country:ca/csd:4811061,2014-0144,144,Top 10 photo radar locations,general,2014-04-28,2014-06-02
ocd-division/country:ca/csd:4811061,2014-0156,156,Fire investigation report,general,2014-05-13,
ocd-division/country:ca/csd:4811061,2014-0169,169,Basement suite records,general,2014-05-30,2014-06-02
ocd-division/country:ca/csd:4811061,2014-0165,165,Animal Control report,general,2014-05-27,2014-06-03
ocd-division/country:ca/csd:4811061,2014-0167,167,Fire Incident Report,general,2014-05-29,2014-06-03
ocd-division/country:ca/csd:4811061,2014-0168,168,Complete Operator report,personal,2014-05-30,2014-06-04
ocd-division/country:ca/csd:4811061,2014-0171,171,Fire investigation report,general,2014-06-02,2014-06-04
ocd-division/country:ca/csd:4811061,2014-0166,166,Property records,,2014-05-27,2014-06-05
ocd-division/country:ca/csd:4811061,2014-0175,175,Agreements with ICLEI Local Governments for Sustainability,,2014-06-04,2014-06-05
ocd-division/country:ca/csd:4811061,2014-0151,151,Emails between City employees and a company,general,2014-05-09,2014-06-09
ocd-division/country:ca/csd:4811061,2014-0157,157,Patient Care Report,general,2014-05-09,2014-06-10
ocd-division/country:ca/csd:4811061,2014-0154,154,Contracts with the Stewart Group,general,2014-05-12,2014-06-11
ocd-division/country:ca/csd:4811061,2014-0170,170,Sewer records,general,2014-06-02,2014-06-11
ocd-division/country:ca/csd:4811061,2014-0183,183,Business licence records,general,2014-06-09,2014-06-16
ocd-division/country:ca/csd:4811061,2014-0172,172,Bylaw notices and citations ,general,2014-06-03,2014-06-17
ocd-division/country:ca/csd:4811061,2014-0162,162,ETS Complete Operator Report,personal,2014-05-21,2014-06-18
ocd-division/country:ca/csd:4811061,2014-0163,163,Employee file,general,2014-05-26,2014-06-18
ocd-division/country:ca/csd:4811061,2014-0180,180,Property records,,2014-06-16,2014-06-18
ocd-division/country:ca/csd:4811061,2014-0182,182,Fire investigation report,general,2014-06-16,2014-06-18
ocd-division/country:ca/csd:4811061,2014-0186,186,Planning Exemption Regulation,,2014-06-16,2014-06-18
ocd-division/country:ca/csd:4811061,2013-0297,297,Review of 2013-G-0235,,2013-11-04,2014-06-19
ocd-division/country:ca/csd:4811061,2013-0298,298,Review of 2013-G-0326,,2013-11-04,2014-06-19
ocd-division/country:ca/csd:4811061,2014-0188,188,Costs of Energy for Change,,2014-06-18,2014-06-19
ocd-division/country:ca/csd:4811061,2015-0217,217,Person and property information,general,2015-06-24,2014-06-24
ocd-division/country:ca/csd:4811061,2014-0159,159,Arena reports ,general,2014-05-16,2014-06-25
ocd-division/country:ca/csd:4811061,2014-0164,164,Employee file,general,2014-05-27,2014-06-25
ocd-division/country:ca/csd:4811061,2014-0178,178,Fire investigation report and holding tank permit request,general,2014-06-10,2014-06-25
ocd-division/country:ca/csd:4811061,2014-0130,130,"Value estimate of EPCOR's power generation assets, creation of Capital Power",general,2014-04-15,2014-06-26
ocd-division/country:ca/csd:4811061,2014-0179,179,Employee file and supervisor notes,personal,2014-06-10,2014-06-26
ocd-division/country:ca/csd:4811061,2014-0192,192,Fire investigation report,general,2014-06-24,2014-06-26
ocd-division/country:ca/csd:4811061,2014-0176,176,"Development permit, compliance information and 311 calls ",general,2014-06-06,2014-07-02
ocd-division/country:ca/csd:4811061,2014-0148,148,Employee file,general,2014-05-06,2014-07-03
ocd-division/country:ca/csd:4811061,2014-0193,193,Fire investigation report,general,2014-06-24,2014-07-04
ocd-division/country:ca/csd:4811061,2014-0195,195,POSSE file ,general,2014-06-24,2014-07-04
ocd-division/country:ca/csd:4811061,2014-0177,177,"Financial records, donations, payments, grants made by McCauley Revitalization",general,2014-06-06,2014-07-07
ocd-division/country:ca/csd:4811061,2014-0187,187,Employee file ,general,2014-06-19,2014-07-07
ocd-division/country:ca/csd:4811061,2014-0199,199,Employee file,general,2014-07-03,2014-07-07
ocd-division/country:ca/csd:4811061,2014-0134,134,Drainage and development concerns,general,2014-04-23,2014-07-08
ocd-division/country:ca/csd:4811061,2014-0194,194,Fire investigation report,general,2014-06-24,2014-07-08
ocd-division/country:ca/csd:4811061,2014-0202,202,Fire investigation report,general,2014-07-04,2014-07-09
ocd-division/country:ca/csd:4811061,2014-0197,197,Injury report,personal,2014-07-04,2014-07-11
ocd-division/country:ca/csd:4811061,2014-0204,204,Fire investigation report,general,2014-07-10,2014-07-11
ocd-division/country:ca/csd:4811061,2014-0205,205,Fire investigation report,general,2014-07-10,2014-07-11
ocd-division/country:ca/csd:4811061,2014-0075,75,Aboriginal Consultation,general,2014-03-05,2014-07-15
ocd-division/country:ca/csd:4811061,2014-0200,200,Animal Control file,general,2014-07-07,2014-07-15
ocd-division/country:ca/csd:4811061,2014-0184,184,Concrete pipe ,general,2014-06-16,2014-07-16
ocd-division/country:ca/csd:4811061,2014-0203,203,Fire investigation report,general,2014-07-10,2014-07-16
ocd-division/country:ca/csd:4811061,2014-0190,190,Concrete pipe ,general,2014-06-19,2014-07-17
ocd-division/country:ca/csd:4811061,2014-0191,191,Fire investigation report,general,2014-06-24,2014-07-17
ocd-division/country:ca/csd:4811061,2014-0206,206,Fire investigation report,general,2014-07-10,2014-07-17
ocd-division/country:ca/csd:4811061,2014-0212,212,Fire Incident Report,general,2014-07-14,2014-07-18
ocd-division/country:ca/csd:4811061,2014-0214,214,Fire Incident Report,general,2014-07-16,2014-07-18
ocd-division/country:ca/csd:4811061,2014-0215,215,Fire investigation report,general,2014-07-14,2014-07-18
ocd-division/country:ca/csd:4811061,2014-0185,185,Complaint about employee,personal,2014-06-17,2014-07-21
ocd-division/country:ca/csd:4811061,2014-0196,196,Pesticide Use,general,2014-06-25,2014-07-21
ocd-division/country:ca/csd:4811061,2014-0213,213,Fire Incident Report,general,2014-07-16,2014-07-22
ocd-division/country:ca/csd:4811061,2014-0189,189,Surplus school records,general,2014-06-23,2014-07-23
ocd-division/country:ca/csd:4811061,2014-0123,123,Incident reports of Edmonton Transit peace officers,general,2014-04-15,2014-07-24
ocd-division/country:ca/csd:4811061,2014-0198,198,Patient Care report,general,2014-06-27,2014-07-25
ocd-division/country:ca/csd:4811061,2014-0224,224,Fire investigation report,general,2014-07-25,2014-07-25
ocd-division/country:ca/csd:4811061,2014-0227,227,Fire investigation report,general,2014-07-25,2014-07-28
ocd-division/country:ca/csd:4811061,2014-0228,228,Fire investigation report,general,2014-07-25,2014-07-28
ocd-division/country:ca/csd:4811061,2014-0225,225,Fire investigation report,general,2014-07-25,2014-07-29
ocd-division/country:ca/csd:4811061,2014-0226,226,Fire investigation report,general,2014-07-25,2014-07-29
ocd-division/country:ca/csd:4811061,2014-0229,229,Fire investigation report,general,2014-07-25,2014-07-29
ocd-division/country:ca/csd:4811061,2014-0146,146,Molson Crosstown rezoning,general,2014-05-06,2014-07-30
ocd-division/country:ca/csd:4811061,2014-0217,217,Fire investigation report,general,2014-07-17,2014-07-31
ocd-division/country:ca/csd:4811061,2014-0230,230,Property records,,2014-07-28,2014-07-31
ocd-division/country:ca/csd:4811061,2014-0231,231,Renovations of Ross Sheppard High School,,2014-07-29,2014-07-31
ocd-division/country:ca/csd:4811061,2014-0201,201,Job applications and a letter to the Mayor,personal,2014-07-08,2014-08-07
ocd-division/country:ca/csd:4811061,2014-0208,208,Respectful workplace complaint,general,2014-07-15,2014-08-07
ocd-division/country:ca/csd:4811061,2014-0207,207,Respectful workplace complaint,general,2014-07-11,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0241,241,Fire Incident Report,general,2014-08-06,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0242,242,Fire investigation report,general,2014-08-11,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0243,243,Fire investigation report,general,2014-08-11,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0244,244,Fire investigation report,general,2014-08-11,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0245,245,Complaints and violations against a business,general,2014-08-12,2014-08-12
ocd-division/country:ca/csd:4811061,2014-0103,103,Rossdale burial grounds and Fort Edmonton cemetery,general,2014-03-24,2014-08-13
ocd-division/country:ca/csd:4811061,2014-0104,104,Photo enforcement contract,general,2014-03-24,2014-08-13
ocd-division/country:ca/csd:4811061,2014-0173,173,Employee investigation and termination records,general,2014-05-27,2014-08-14
ocd-division/country:ca/csd:4811061,2014-0216,216,Waste related records,general,2014-07-15,2014-08-14
ocd-division/country:ca/csd:4811061,2014-0218,218,Surplus organics and/or recyclables ,general,2014-07-15,2014-08-14
ocd-division/country:ca/csd:4811061,2014-0247,247,Patient Care report,general,2014-08-12,2014-08-14
ocd-division/country:ca/csd:4811061,2014-0240,240,Fire Incident Report,general,2014-08-11,2014-08-18
ocd-division/country:ca/csd:4811061,2014-0252,252,Fire investigation report,general,2014-08-14,2014-08-18
ocd-division/country:ca/csd:4811061,2014-0253,253,Fire investigation report,general,2014-08-14,2014-08-18
ocd-division/country:ca/csd:4811061,2014-0254,254,Fire investigation report,general,2014-08-14,2014-08-18
ocd-division/country:ca/csd:4811061,2014-0256,256,Fire investigation report,general,2014-08-14,2014-08-18
ocd-division/country:ca/csd:4811061,2014-0257,257,Fire investigation report,general,2014-08-14,2014-08-18
ocd-division/country:ca/csd:4811061,2013-0296,296,Privacy complaint,,2013-11-04,2014-08-20
ocd-division/country:ca/csd:4811061,2014-0246,246,Fire investigation report,general,2014-08-12,2014-08-20
ocd-division/country:ca/csd:4811061,2014-0219,219,Recyclables at West Edmonton landfill,general,2014-07-15,2014-08-21
ocd-division/country:ca/csd:4811061,2014-0222,222,Open Data Request for Proposals and contract,general,2014-07-22,2014-08-21
ocd-division/country:ca/csd:4811061,2014-0223,223,Employee file,general,2014-07-22,2014-08-21
ocd-division/country:ca/csd:4811061,2014-0267,267,Fire investigation report,general,2014-08-21,2014-08-22
ocd-division/country:ca/csd:4811061,2014-0261,261,Dog Incident,general,2014-08-15,2014-08-25
ocd-division/country:ca/csd:4811061,2013-0292,292,Review of 2013-G-0073,,2013-10-28,2014-08-26
ocd-division/country:ca/csd:4811061,2014-0211,211,Transit Professional Standards file,personal,2014-07-16,2014-08-26
ocd-division/country:ca/csd:4811061,2014-0099,99,Intergovernmental agreements,general,2014-03-06,2014-08-27
ocd-division/country:ca/csd:4811061,2014-0210,210,Transit Professional Standards file,personal,2014-07-16,2014-08-27
ocd-division/country:ca/csd:4811061,2014-0271,271,Fire investigation report,general,2014-08-22,2014-08-27
ocd-division/country:ca/csd:4811061,2014-0209,209,List of Transit Investigations ,personal,2014-07-16,2014-08-28
ocd-division/country:ca/csd:4811061,2014-0255,255,Fire investigation report,general,2014-08-14,2014-08-28
ocd-division/country:ca/csd:4811061,2014-0272,272,2010 car/train collision,,2014-08-28,2014-08-29
ocd-division/country:ca/csd:4811061,2014-0264,264,Bylaw complaint,general,2014-08-20,2014-09-02
ocd-division/country:ca/csd:4811061,2014-0251,251,Left-hand turns on 111 Ave - 127 Street,general,2014-08-11,2014-09-03
ocd-division/country:ca/csd:4811061,2014-0233,233,Phase I Site Assessment,general,2014-08-05,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0234,234,Phase I Site Assessment,general,2014-08-05,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0235,235,Phase I Site Assessment,general,2014-08-05,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0236,236,Phase I Site Assessment,general,2014-08-05,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0270,270,Property records,general,2014-08-25,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0278,278,Jasper Place Health and Wellness Centre,,2014-09-04,2014-09-04
ocd-division/country:ca/csd:4811061,2014-0232,232,Arena district records,general,2014-07-30,2014-09-05
ocd-division/country:ca/csd:4811061,2014-0238,238,Documentation of two City employees,personal,2014-08-06,2014-09-05
ocd-division/country:ca/csd:4811061,2014-0258,258,Fire investigation report,general,2014-08-14,2014-09-05
ocd-division/country:ca/csd:4811061,2014-0269,269,Employee file,personal,2014-08-19,2014-09-07
ocd-division/country:ca/csd:4811061,2014-0239,239,Garneau parking permits,general,2014-08-07,2014-09-08
ocd-division/country:ca/csd:4811061,2014-0279,279,Fire investigation report,general,2014-09-05,2014-09-08
ocd-division/country:ca/csd:4811061,2014-0280,280,Fire investigation report,general,2014-09-05,2014-09-08
ocd-division/country:ca/csd:4811061,2014-0282,282,Arena redacted documents,general,2014-09-08,2014-09-08
ocd-division/country:ca/csd:4811061,2014-0259,259,ETS Security Interviews,general,2014-08-14,2014-09-09
ocd-division/country:ca/csd:4811061,2014-0250,250,Transit Professional Standards file,personal,2014-08-13,2014-09-10
ocd-division/country:ca/csd:4811061,2014-0277,277,Fire investigation report,general,2014-08-20,2014-09-10
ocd-division/country:ca/csd:4811061,2014-0248,248,Employee file,general,2014-08-13,2014-09-11
ocd-division/country:ca/csd:4811061,2014-0221,221,Emails between Community League and named citizens,general,2014-07-18,2014-09-16
ocd-division/country:ca/csd:4811061,2014-0263,263,Pool incident,personal,2014-08-19,2014-09-17
ocd-division/country:ca/csd:4811061,2014-0262,262,Employee file,general,2014-08-19,2014-09-18
ocd-division/country:ca/csd:4811061,2014-0292,292,Licensing information,general,2014-09-16,2014-09-18
ocd-division/country:ca/csd:4811061,2014-0265,265,Parking investigation,personal,2014-08-20,2014-09-19
ocd-division/country:ca/csd:4811061,2014-0044,44,Downtown Civic Accommodation Request for Proposals,general,2014-02-10,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0275,275,Financial records of the expropriation of a property,general,2014-08-26,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0276,276,Financial records of the expropriation of a property,general,2014-08-26,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0294,294,Fire investigation report,general,2014-09-18,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0295,295,Fire investigation report,general,2014-09-18,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0298,298,Salvage vehicle,,2014-09-23,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0299,299,Transportation Safety Board engine whistles,,2014-09-23,2014-09-23
ocd-division/country:ca/csd:4811061,2014-0005,5,Review of 2013-0207 ,,2014-01-06,2014-09-24
ocd-division/country:ca/csd:4811061,2014-0268,268,Tolerance limit on photo radar,general,2014-08-22,2014-09-24
ocd-division/country:ca/csd:4811061,2014-0273,273,Tender sum of each bid for the Terwillegar Park footbridge and trails,general,2014-08-25,2014-09-24
ocd-division/country:ca/csd:4811061,2014-0283,283,Operator file,personal,2014-09-09,2014-09-25
ocd-division/country:ca/csd:4811061,2014-0290,290,Bylaw compaint ,general,2014-09-15,2014-09-25
ocd-division/country:ca/csd:4811061,2014-0296,296,Fire investigation report,general,2014-09-18,2014-09-25
ocd-division/country:ca/csd:4811061,2014-0174,174,Pool incident,general,2014-06-05,2014-09-26
ocd-division/country:ca/csd:4811061,2014-0289,289,Environmental report,general,2014-09-29,2014-09-29
ocd-division/country:ca/csd:4811061,2014-0237,237,Bids for tandem dump trucks,general,2014-07-28,2014-09-30
ocd-division/country:ca/csd:4811061,2014-0286,286,Bylaw complaint,general,2014-09-12,2014-09-30
ocd-division/country:ca/csd:4811061,2014-0293,293,Bylaw complaint,general,2014-09-17,2014-09-30
ocd-division/country:ca/csd:4811061,2014-0304,304,Copy of award  RFP 924417,general,2014-09-19,2014-09-30
ocd-division/country:ca/csd:4811061,2014-0297,297,Employee file,general,2014-09-19,2014-10-01
ocd-division/country:ca/csd:4811061,2014-0301,301,Fire investigation report,general,2014-09-26,2014-10-01
ocd-division/country:ca/csd:4811061,2014-0274,274,311 bylaw complaints,general,2014-09-24,2014-10-02
ocd-division/country:ca/csd:4811061,2014-0285,285,Employee file,general,2014-09-10,2014-10-02
ocd-division/country:ca/csd:4811061,2014-0260,260,Employee file,general,2014-08-18,2014-10-03
ocd-division/country:ca/csd:4811061,2014-0287,287,Employee file,general,2014-09-12,2014-10-03
ocd-division/country:ca/csd:4811061,2014-0281,281,Safety code inspection report,general,2014-09-05,2014-10-06
ocd-division/country:ca/csd:4811061,2014-0319,319,Snow Valley Ski Club contract,general,2014-10-02,2014-10-06
ocd-division/country:ca/csd:4811061,2014-0288,288,Employee file,general,2014-09-12,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0305,305,Animal complaint,general,2014-09-23,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0306,306,Fire investigation report,general,2014-09-24,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0307,307,Fire investigation report,general,2014-09-26,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0308,308,Fire investigation report,general,2014-10-02,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0309,309,Fire investigation report,general,2014-10-02,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0313,313,Fire investigation report,general,2014-10-03,2014-10-07
ocd-division/country:ca/csd:4811061,2014-0284,284,Employee file,general,2014-09-09,2014-10-09
ocd-division/country:ca/csd:4811061,2014-0310,310,Fire investigation report,general,2014-10-02,2014-10-09
ocd-division/country:ca/csd:4811061,2014-0311,311,Fire investigation report,general,2014-10-02,2014-10-09
ocd-division/country:ca/csd:4811061,2014-0320,320,Fire investigation report,general,2014-10-08,2014-10-09
ocd-division/country:ca/csd:4811061,2014-0323,323,Fire investigation report,general,2014-10-09,2014-10-14
ocd-division/country:ca/csd:4811061,2014-0324,324,Fire investigation report,general,2014-10-09,2014-10-14
ocd-division/country:ca/csd:4811061,2014-0325,325,Fire investigation report,general,2014-10-09,2014-10-14
ocd-division/country:ca/csd:4811061,2014-0327,327,Vehicle for hire licence information,general,2014-10-10,2014-10-15
ocd-division/country:ca/csd:4811061,2014-0330,330,Business licence,general,2014-10-15,2014-10-15
ocd-division/country:ca/csd:4811061,2014-0291,291,Permit information,general,2014-09-16,2014-10-16
ocd-division/country:ca/csd:4811061,2014-0321,321,Severance negotiations of a City employee,personal,2014-10-08,2014-10-16
ocd-division/country:ca/csd:4811061,2014-0329,329,Fire investigation report,general,2014-10-15,2014-10-16
ocd-division/country:ca/csd:4811061,2014-0303,303,Tree root complaint,general,2014-09-19,2014-10-17
ocd-division/country:ca/csd:4811061,2014-0312,312,Fire investigation report,general,2014-10-01,2014-10-17
ocd-division/country:ca/csd:4811061,2014-0314,314,Disability management file,personal,2014-10-03,2014-10-17
ocd-division/country:ca/csd:4811061,2014-0332,332,Fire investigation report,general,2014-10-16,2014-10-21
ocd-division/country:ca/csd:4811061,2014-0333,333,Fire investigation report,general,2014-10-16,2014-10-21
ocd-division/country:ca/csd:4811061,2014-0334,334,Fire investigation report,general,2014-10-16,2014-10-21
