division_id,identifier,position,abstract,classification,applicant_type,date_accepted,date,decision,number_of_pages
ocd-division/country:ca/csd:3520005,AG-2014-00830,830,"A copy of records related to the curb stop on  {address removed} , detailing the last replacement or move date for the curb; to identify how this stop is connected to  property service line at  {address removed} .",general,public,2014-04-22,2014-05-22,all disclosed,14
ocd-division/country:ca/csd:3520005,AG-2014-00840,840,Records of all open building permits for  {address removed} .,general,public,2014-04-22,2014-05-22,disclosed in part,34
ocd-division/country:ca/csd:3520005,AP-2014-00833,833,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-22,2014-05-22,disclosed in part,678
ocd-division/country:ca/csd:3520005,AG-2014-00846,846,"Record of which construction company or contractor was in charge of the construction site on  {address removed}  on or about Apr. 4, 2013.",general,business,2014-04-23,2014-05-22,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00935,935,City pipe / drain maintenance / repairs / work orders for  {address removed}  and surrounding area.,general,business,2014-05-05,2014-05-22,disclosed in part,0
ocd-division/country:ca/csd:3520005,AP-2014-00978,978,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-09,2014-05-22,all disclosed,191
ocd-division/country:ca/csd:3520005,AP-2014-00754,754,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-09,2014-05-23,disclosed in part,566
ocd-division/country:ca/csd:3520005,AP-2014-00847,847,A complete copy of employment and payroll file for {individual's name removed} of COT Transportation Services.,personal,public,2014-04-23,2014-05-23,disclosed in part,340
ocd-division/country:ca/csd:3520005,AG-2014-00853,853,"Any complaints or interaction with COT Building, ML&S and Fire departments regarding  {address removed}  from Oct. 1, 2010 to Apr. 24, 2014",general,public,2014-04-24,2014-05-23,disclosed in part,16
ocd-division/country:ca/csd:3520005,AG-2014-00890,890,"Pertaining to application for flood prevention rebate for  {address removed}  the following is requested: the full name of Toronto Water inspector, inspection dates, complete note details including those for sump pump inspection and drain pipes.",general,public,2014-04-24,2014-05-23,disclosed in part,7
ocd-division/country:ca/csd:3520005,AP-2014-00861,861,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-24,2014-05-23,disclosed in part,366
ocd-division/country:ca/csd:3520005,AG-2014-00864,864,"A copy of notice of violation, folder # 13 276708 ZON 00 IV pertaining to complaint made on or about Dec. 12, 2013 including the identity of the individual who complained and why.",general,public,2014-04-25,2014-05-23,disclosed in part,24
ocd-division/country:ca/csd:3520005,AP-2014-00898,898,"A complete copy of Ontario Works file for {individual's name removed} from Oct. 15, 2009 to present.",personal,public,2014-04-30,2014-05-23,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-00905,905,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-30,2014-05-23,disclosed in part,81
ocd-division/country:ca/csd:3520005,AP-2014-01013,1013,"Employment and payroll records for {individual's name removed} as follows:  1. The dates of absence since December 7th, 2010; 2. Details of any amounts paid to our client during her absence ie. LTD, STD etc;",personal,public,2014-05-13,2014-05-23,all disclosed,96
ocd-division/country:ca/csd:3520005,AP-2014-01063,1063,"A complete copy of Ontario Works file for {individual's name removed} from Dec. 25, 2010 to present.",personal,public,2014-05-21,2014-05-23,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01084,1084,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-23,2014-05-23,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2014-00702,702,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-02,2014-05-26,disclosed in part,241
ocd-division/country:ca/csd:3520005,AG-2014-00757,757,A copy of soil report pertaining to sub-surface investigation for {organization's name} Dec. 1966 and engineers letters by {organization's name} from 1969 to 1970. Regarding {address removed}.,general,public,2014-04-08,2014-05-26,all disclosed,83
ocd-division/country:ca/csd:3520005,AP-2014-00823,823,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-23,2014-05-26,disclosed in part,198
ocd-division/country:ca/csd:3520005,AP-2014-00842,842,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-23,2014-05-26,disclosed in part,5
ocd-division/country:ca/csd:3520005,AP-2014-00844,844,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-23,2014-05-26,disclosed in part,118
ocd-division/country:ca/csd:3520005,AP-2014-00845,845,"A complete copy of Ontario Works file for {individual's name removed} from Oct. 25, 2012 to present.",personal,public,2014-04-23,2014-05-26,disclosed in part,87
ocd-division/country:ca/csd:3520005,AP-2014-00858,858,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-24,2014-05-26,disclosed in part,291
ocd-division/country:ca/csd:3520005,AG-2014-00866,866,"Complete file copy including photographs and correspondence of file # 13 277610 PRS 00IV for  {address removed}  roll # 1919. Inspector Frank D'Amico. Record search from Dec. 1, 2013 to Apr. 24, 2014.",general,public,2014-04-25,2014-05-26,all disclosed,34
ocd-division/country:ca/csd:3520005,AG-2014-00888,888,Records of {company's name removed} being assigned work on a pre-casting project awarded {company's name removed} in Mar. 2013 at the Ashbridges Bay Water Treatment Plant.,general,public,2014-04-29,2014-05-26,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2014-00892,892,A complete copy of clinical notes and records for {individual's name removed},personal,public,2014-04-29,2014-05-26,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00829,829,The identity of the person who has complained about dogs belonging to {individual's name removed} at  {address removed} . Notice # A 13-009539 and A13-009645.,general,public,2014-04-17,2014-05-27,disclosed in part,31
ocd-division/country:ca/csd:3520005,AG-2014-00909,909,"Record of building permits issued to  {address removed}  from Jan. 1, 2009 to Jan. 1, 2014.",general,public,2014-04-22,2014-05-27,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00852,852,"Copies of orders issued by ML&S to  {address removed}  including orders and documents issued by Public Health from Apr. 1, 2014 to present.",general,public,2014-04-24,2014-05-27,disclosed in part,15
ocd-division/country:ca/csd:3520005,AP-2014-00881,881,A copy of employment and payroll file including benefits booklet for {individual's name removed}  from Kipling Acres.,personal,public,2014-04-28,2014-05-27,disclosed in part,77
ocd-division/country:ca/csd:3520005,AP-2014-00881,881,A copy of employment and payroll file including benefits booklet for {individual's name removed}  from Kipling Acres.,personal,public,2014-04-28,2014-05-27,disclosed in part,54
ocd-division/country:ca/csd:3520005,AP-2014-00894,894,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-29,2014-05-27,disclosed in part,347
ocd-division/country:ca/csd:3520005,AG-2014-00911,911,A copy of complete Committee of Adjustment file # B-132-86 for  {address removed} .,general,public,2014-04-30,2014-05-27,disclosed in part,32
ocd-division/country:ca/csd:3520005,AG-2014-00918,918,"Records of maintenance work carried out on March 11, 2013 as well as for the 5 years prior to March 11, 2013 in connection to the sewer lines at  {address removed} , including service records, maintenance, inspection, arborist reports, complaints.",general,business,2014-05-01,2014-05-27,disclosed in part,24
ocd-division/country:ca/csd:3520005,AG-2014-00944,944,All building permits and inspection information on the driveway and garage for  {address removed} .,general,public,2014-05-02,2014-05-27,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2014-00984,984,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-09,2014-05-27,disclosed in part,121
ocd-division/country:ca/csd:3520005,AP-2014-01087,1087,"Record of all rental amounts paid by {individual's name removed} aka {individual's name removed} to {individual's name removed} from Jan. 1, 1987 to Oct. 11, 2012.",personal,public,2014-05-16,2014-05-27,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-01099,1099,"Record of the agreement between the TTC and {organization's name removed} in response to TTC request for proposal for advertising on the TTC, proposal No. P01DR11034.",general,public,2014-05-22,2014-05-27,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01081,1081,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-22,2014-05-27,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-00807,807,"A complete copy of Ontario Works file for {individual's name removed} from Nov. 19, 2006 to present.",personal,public,2014-04-16,2014-05-28,disclosed in part,122
ocd-division/country:ca/csd:3520005,AP-2014-00837,837,A complete copy of Ontario Works file for {individual's name removed} from  Jan. 1 2005 to present,personal,public,2014-04-22,2014-05-28,disclosed in part,74
ocd-division/country:ca/csd:3520005,AP-2014-00883,883,A complete copy of Overpayment file for {individual's name removed}.,personal,public,2014-04-28,2014-05-28,all disclosed,265
ocd-division/country:ca/csd:3520005,AP-2014-00899,899,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-30,2014-05-28,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-00904,904,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-30,2014-05-28,disclosed in part,407
ocd-division/country:ca/csd:3520005,AG-2014-00915,915,"Records from 311 and Parks and Forestry for a call made on Dec. 24, 2013 to request to cut the branches from city trees which were hanging on the driveway of  {address removed} . Reference number is 229-0479.",general,public,2014-05-01,2014-05-28,all disclosed,10
ocd-division/country:ca/csd:3520005,AG-2014-00973,973,"All records from COT that pertain to the tree removal or non removal from  {address removed}  from Jan. 1, 2010 to present.  Please include Forestry records from  {address removed} ,  {address removed} , and Councillor Josh Colle.",general,public,2014-05-06,2014-05-28,disclosed in part,32
ocd-division/country:ca/csd:3520005,AP-2014-01056,1056,A complete copy Ontario Works file for {individual's name removed}.,personal,public,2014-05-16,2014-05-28,disclosed in part,112
ocd-division/country:ca/csd:3520005,AG-2014-01114,1114,"A copy of land lease agreement between {individual's name removed} of {organization's name}, and COT Exhibition Place.",general,media,2014-05-27,2014-05-28,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-00884,884,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-28,2014-05-29,disclosed in part,267
ocd-division/country:ca/csd:3520005,AG-2014-00912,912,"Full name and address of the owner of the dog which caused the attack, full name, address of the dog walking service known as {organization's name removed} and a copy of the report from Animal Services relating to the incident occurred on March 4, 2014 at approx. 11.30 am",general,public,2014-04-29,2014-05-29,disclosed in part,29
ocd-division/country:ca/csd:3520005,AG-2014-00922,922,"All ML&S records and complaint history from  {address removed}  regarding  {address removed} . Date, time and reasons for by-law officers' visits to  {address removed} , from Jan. 1, 2002 to Nov. 30, 2004.",general,public,2014-04-30,2014-05-29,all disclosed,9
ocd-division/country:ca/csd:3520005,AP-2014-00907,907,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-30,2014-05-29,disclosed in part,95
ocd-division/country:ca/csd:3520005,AP-2014-00941,941,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-02,2014-05-29,disclosed in part,168
ocd-division/country:ca/csd:3520005,AP-2014-00963,963,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-07,2014-05-29,disclosed in part,99
ocd-division/country:ca/csd:3520005,AP-2014-01003,1003,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-12,2014-05-29,disclosed in part,96
ocd-division/country:ca/csd:3520005,AP-2014-01050,1050,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-16,2014-05-29,disclosed in part,132
ocd-division/country:ca/csd:3520005,AP-2014-00856,856,A complete copy of Ontario Works file for {individual's name removed} from Nov. 2007 to date.,personal,public,2014-04-24,2014-05-30,disclosed in part,62
ocd-division/country:ca/csd:3520005,AP-2014-00878,878,"Annual job performance evaluation reports for {individual's name removed} from City Clerk's Office for the years 2010, 2011, 2012 and 2013.",personal,public,2014-04-28,2014-05-30,disclosed in part,37
ocd-division/country:ca/csd:3520005,AP-2014-00896,896,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-29,2014-05-30,disclosed in part,581
ocd-division/country:ca/csd:3520005,AG-2014-00919,919,"A copy of fire inspection report for  {address removed}  including photographs of inspection by Janet Smith on Apr. 29, 2014. Also record of the request which triggered the inspection, particularly any allegations about tenants.",general,public,2014-04-30,2014-05-30,disclosed in part,21
ocd-division/country:ca/csd:3520005,AG-2014-00920,920,A copy of plan for  {address removed}  submission No. B-10/76; A-18/76; A-19/76 and notice of decision pertaining to application to build an additional semi unit on lot.,general,public,2014-04-30,2014-05-30,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00914,914,"Records of repair work on thesidewalk on the north side of Lakeshore Blvd. West, west of Royal York Rd. in front of 2688 Lakeshore Blvd. W. In particular, when this sidewalk was last inspected for disrepair prior to Nov. 21, 2013 and how it was inspected.",general,business,2014-05-01,2014-05-30,all disclosed,3
ocd-division/country:ca/csd:3520005,AG-2014-00931,931,"Statistics of complaints pertaining to illegal election signs and fines in Etobicoke-Lakeshore ward 6 areas during the provincial elections for Oct. 2011 (Sept. 1- Oct. 30, 2011); by elections for Sept. 2013 (Jun. 1 - Jul. 30, 2013).",general,public,2014-05-02,2014-05-30,all disclosed,1
ocd-division/country:ca/csd:3520005,AG-2014-00932,932,All building inspection reports and/or property standards reports from City of Toronto officials such as building inspectors for  {address removed}  from 1983 to present.,general,public,2014-05-02,2014-05-30,disclosed in part,8
ocd-division/country:ca/csd:3520005,AG-2014-00934,934,"All documentation relating to instances of flooding from neighbouring properties and instances of trepassing for  {address removed}  from Jan. 1 ,2011 to Feb. 14, 2014.",general,business,2014-05-02,2014-05-30,disclosed in part,35
ocd-division/country:ca/csd:3520005,AP-2014-00968,968,A copy of employment and payroll file for {individual's name removed},personal,public,2014-05-08,2014-05-30,all disclosed,12
ocd-division/country:ca/csd:3520005,AG-2014-01095,1095,"Copies of permits issued from May 27, 2013 to Nov. 30, 2013 for road reconstruction, water or sewer work at the intersection of Matheson Blvd. E. and Maingate Dr.; pertaining to damage to a Bell 50 pair cable.",general,business,2014-05-26,2014-05-30,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01098,1098,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-26,2014-05-30,discontinued,0
ocd-division/country:ca/csd:3520005,AG-2014-01180,1180,Security video from St. Patrick's Day and April 5/6 weekend.,general,media,2014-05-30,2014-05-30,disclosed in part,1
ocd-division/country:ca/csd:3520005,AP-2014-00768,768,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-10,2014-06-02,disclosed in part,364
ocd-division/country:ca/csd:3520005,AP-2014-00769,769,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-10,2014-06-02,disclosed in part,343
ocd-division/country:ca/csd:3520005,AG-2014-00849,849,"All ML&S complaints, inspection records and violations filed against the landlord of  {address removed}  and the entire building from Jan. 2011 to present.",general,public,2014-04-22,2014-06-02,disclosed in part,143
ocd-division/country:ca/csd:3520005,AG-2014-00917,917,"Technicians notes from {individual's name removed}, {individual's name removed}, {individual's name removed}, {individual's name removed}; any System Response Reports (SRRs) or equivalent relating to the damaged electrical room at {address removed.} and references the water main break at Yonge and Eglinton.",general,business,2014-05-01,2014-06-02,disclosed in part,36
ocd-division/country:ca/csd:3520005,AG-2014-00937,937,"Any and all building permits, inspection notices and records for 2012 relating to  {address removed}  from Jan. 1, 2012 to Dec. 31, 2012.",general,business,2014-05-05,2014-06-02,disclosed in part,31
ocd-division/country:ca/csd:3520005,AG-2014-00939,939,"All Toronto Animal Services documents related to case no. A14-007360, including personal officer notes and a copy of the ""The Notice of Caution"" given to dog owner at  {address removed} , from April 23, 2014 to present.",general,public,2014-05-05,2014-06-02,disclosed in part,24
ocd-division/country:ca/csd:3520005,AG-2014-00976,976,Archival records on crime index to criminal registers.  Also index for {individuals' names removed} who was active in the Communist Party.,general,academia,2014-05-08,2014-06-02,all disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00998,998,"Details of all Standard Taxicab transfers of in the COT since Jan. 1, 2013, including information for each transfer or sale from Jan. 1, 2013 to May 9, 2014.",general,business,2014-05-09,2014-06-02,all disclosed,6
ocd-division/country:ca/csd:3520005,AG-2014-01000,1000,"Information regarding a tree inspection in front of  {address removed}  including date of visit, inspection result, a copy of the notice (or description thereof) provided to the resident from July 1, 2013 to Oct. 31, 2013.",general,public,2014-05-09,2014-06-02,disclosed in part,4
ocd-division/country:ca/csd:3520005,AP-2014-00977,977,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-09,2014-06-02,disclosed in part,418
ocd-division/country:ca/csd:3520005,AG-2014-00993,993,"A copy of the service records for the sewer system for  {address removed}  from 2001 to present, including, but not limited to report, photographs, documents and videotapes.",general,public,2014-05-12,2014-06-02,disclosed in part,16
ocd-division/country:ca/csd:3520005,AG-2014-01036,1036,"A copy of inspection report with all notes, pertaining temperature readings for  {address removed} . Inspector, Christine Muccilli.",general,public,2014-05-13,2014-06-02,disclosed in part,19
ocd-division/country:ca/csd:3520005,AP-2014-01101,1101,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-27,2014-06-02,disclosed in part,109
ocd-division/country:ca/csd:3520005,AP-2014-00711,711,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-03,2014-06-03,disclosed in part,297
ocd-division/country:ca/csd:3520005,AP-2014-00781,781,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-11,2014-06-03,disclosed in part,402
ocd-division/country:ca/csd:3520005,AP-2014-00822,822,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-17,2014-06-03,disclosed in part,175
ocd-division/country:ca/csd:3520005,AP-2014-00836,836,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-22,2014-06-03,disclosed in part,648
ocd-division/country:ca/csd:3520005,AP-2014-00838,838,A complete copy of employment and payroll file for {individual's name removed} from Dec. 2012 to present.,personal,public,2014-04-22,2014-06-03,all disclosed,62
ocd-division/country:ca/csd:3520005,AP-2014-00843,843,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-23,2014-06-03,disclosed in part,736
ocd-division/country:ca/csd:3520005,AG-2014-00855,855,"Any complaints or interaction with COT Building, ML&S and Fire departments regarding  {address removed}  from Jan. 1, 1995 to Apr. 24, 2014",general,public,2014-04-24,2014-06-03,disclosed in part,4
ocd-division/country:ca/csd:3520005,AG-2014-00862,862,A copy of building inspection report for addition in 2001 at  {address removed} .  There was only one inspection in 2001.,general,public,2014-04-25,2014-06-03,disclosed in part,9
ocd-division/country:ca/csd:3520005,AG-2014-00948,948,"Itemized account received by COT from {individual's name removed}, RPF, regarding work he was contracted to do in Guild, South Marine and other parks in the Guildwood area. Statement of receipt for the above as provided by COT.",general,public,2014-05-06,2014-06-03,disclosed in part,134
ocd-division/country:ca/csd:3520005,AP-2014-00947,947,A complete copy of academic file including transcripts for {individual's name removed} with respect to his participation in a geography program offered at the Don Montgomery Community Recreation Centre in 2010.,personal,public,2014-05-06,2014-06-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00970,970,"All building permit records for  {address removed} , all compliance letter and a copy of any business licence record for existing convenience store at the quoted location.",general,public,2014-05-08,2014-06-03,disclosed in part,11
ocd-division/country:ca/csd:3520005,AG-2014-01024,1024,"All building records pertaining to roofing, structural and electrical issues at  {address removed}  from January 1, 2006 to May 5, 2014.",general,public,2014-05-08,2014-06-03,disclosed in part,2
ocd-division/country:ca/csd:3520005,AG-2014-01020,1020,"Record of waterborne illnesses at City of Toronto fill-and-drain wading pools, with the dates and specifics of these illnesses, physical injuries and drowning from 2003 until present.",general,public,2014-05-13,2014-06-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-01042,1042,"Record of waterborne illnesses at City of Toronto fill-and-drain wading pools, with the dates and specifics of these illnesses, physical injuries and drowning from the beginning of data collection to the end of 1992.",general,public,2014-05-13,2014-06-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-01043,1043,"Record of waterborne illnesses at City of Toronto fill-and-drain wading pools, with the dates and specifics of these illnesses, physical injuries and drowning from 1993 to the end of 2002.",general,public,2014-05-13,2014-06-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-01040,1040,"A copy of Preliminary Project Review (PPR) for  {address removed} , prepared in 2010, but please extend the search from 2000 to 2012.",general,public,2014-05-14,2014-06-03,disclosed in part,7
ocd-division/country:ca/csd:3520005,AP-2014-01026,1026,"A copy of employment, payroll records, job description, job appraisals, benefits booklet for {employee's name removed} who worked for Parks and Recreation.",personal,public,2014-05-14,2014-06-03,disclosed in part,401
ocd-division/country:ca/csd:3520005,AG-2014-01047,1047,Sign permits for all signs on property at  {address removed}  including permit applications and drawings.,general,public,2014-05-16,2014-06-03,all disclosed,36
ocd-division/country:ca/csd:3520005,AG-2014-01091,1091,"Copy of permit application and relevant documents for  {address removed} . Detailed construction job and repair description, value of construction, estimates, engineer reports receipts, invoices, inspector's reports, bills and charges relevant to the job",general,public,2014-05-16,2014-06-03,all disclosed,20
ocd-division/country:ca/csd:3520005,AP-2014-01146,1146,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-29,2014-06-03,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AG-2014-00876,876,"Any work orders, citizen complaints pertaining to specific road quality conditions (i.e. reported issues and concerns about injuries, uneven pavement, potholes or ruts in the road), road conditions, construction permits, road repair reports etc.",general,public,2014-04-25,2014-06-04,disclosed in part,23
ocd-division/country:ca/csd:3520005,AG-2014-00876,876,"Any work orders, citizen complaints pertaining to specific road quality conditions (i.e. reported issues and concerns about injuries, uneven pavement, potholes or ruts in the road), road conditions, construction permits, road repair reports etc.",general,public,2014-04-25,2014-06-04,disclosed in part,1
ocd-division/country:ca/csd:3520005,AG-2014-00910,910,"A copy of inspection report from Toronto Water for  {address removed} , Scarborough.  The reference number is 2879716.",general,public,2014-04-28,2014-06-04,disclosed in part,7
ocd-division/country:ca/csd:3520005,AP-2014-00886,886,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-28,2014-06-04,disclosed in part,489
ocd-division/country:ca/csd:3520005,AG-2014-00891,891,"A copy of maintenance logs, any policies pertaining to snow removal and or salting and sanding for the sidewalk at {address removed}.",general,business,2014-04-29,2014-06-04,disclosed in part,228
ocd-division/country:ca/csd:3520005,AP-2014-00906,906,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-30,2014-06-04,disclosed in part,100
ocd-division/country:ca/csd:3520005,AP-2014-00926,926,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-02,2014-06-04,all disclosed,216
ocd-division/country:ca/csd:3520005,AG-2014-00938,938,"Copies of past permits, inspection reports for  {address removed} , especially those for basement excavation and underpinning, from Jan. 1, 1970 to present.",general,public,2014-05-05,2014-06-04,disclosed in part,19
ocd-division/country:ca/csd:3520005,AG-2014-00956,956,"A copy of site plan agreement for  {address removed} , North York.",general,public,2014-05-05,2014-06-04,nothing disclosed,0
ocd-division/country:ca/csd:3520005,AP-2014-00942,942,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-05,2014-06-04,disclosed in part,446
ocd-division/country:ca/csd:3520005,AG-2014-00952,952,"Records from the City of Toronto pertaining to any work done on the water main and sewage systems in the vicinity of  {address removed}  on or around October 24, 2011.",general,business,2014-05-06,2014-06-04,disclosed in part,50
ocd-division/country:ca/csd:3520005,AG-2014-00972,972,Report from licensing office as to contractor not being licensed under file # B33482.,general,public,2014-05-06,2014-06-04,disclosed in part,56
ocd-division/country:ca/csd:3520005,AP-2014-00895,895,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-29,2014-06-05,discontinued,0
ocd-division/country:ca/csd:3520005,AG-2014-00957,957,"All relevant records related to ANY security incidents involving Mayor Ford from March 17, 2014 to the end of April 2014.  These incidents include incidents on or around Easter Monday (April 21), and on or around Sat. April 12 (excluding April 5 and 6).",general,media,2014-05-06,2014-06-05,disclosed in part,34
ocd-division/country:ca/csd:3520005,AG-2014-00957,957,"All relevant records related to ANY security incidents involving Mayor Ford from March 17, 2014 to the end of April 2014.  These incidents include incidents on or around Easter Monday (April 21), and on or around Sat. April 12 (excluding April 5 and 6).",general,media,2014-05-06,2014-06-05,disclosed in part,4
ocd-division/country:ca/csd:3520005,AG-2014-00979,979,Violation order against  {address removed}  from Nov. 2013 to Feb. 2014.,general,public,2014-05-07,2014-06-05,disclosed in part,8
ocd-division/country:ca/csd:3520005,AG-2014-00974,974,Original building permits for  {address removed}  to confirm the number of dwelling units.  Records search should be from 1966 to present.,general,public,2014-05-08,2014-06-05,all disclosed,10
ocd-division/country:ca/csd:3520005,AG-2014-00975,975,"Certain records relating to zoning by-law violations (or allegation thereof) in relation to charging for visitor parking at  {address removed} , including, but not limited to, MLS investigation # 14 108815 ZON 00 IV, from Jan. 1, 2014 to present.",general,public,2014-05-08,2014-06-05,all disclosed,20
ocd-division/country:ca/csd:3520005,AP-2014-00983,983,A copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-09,2014-06-05,disclosed in part,154
ocd-division/country:ca/csd:3520005,AP-2014-01136,1136,A copy of the Ontario Works file for {individual's name removed}.,personal,public,2014-05-29,2014-06-05,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01168,1168,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-06-03,2014-06-05,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01169,1169,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-06-03,2014-06-05,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-00835,835,A complete copy of Ontario Works file for {individual's name removed} from Sept. 2007 to present.,personal,public,2014-04-22,2014-06-06,disclosed in part,391
ocd-division/country:ca/csd:3520005,AP-2014-00859,859,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-24,2014-06-06,disclosed in part,131
ocd-division/country:ca/csd:3520005,AP-2014-00893,893,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-04-29,2014-06-06,disclosed in part,110
ocd-division/country:ca/csd:3520005,AG-2014-00921,921,All records relating to parking infractions on or near the property of  {address removed}  from 2002 to present.,general,public,2014-04-30,2014-06-06,disclosed in part,1
ocd-division/country:ca/csd:3520005,AG-2014-00916,916,"Information for investigation of water loss due to sewer flooding north of Old Sheppard Ave. and Brian Dr. intersection in Toronto from May 12, 2000 to Aug. 26, 2013.",general,business,2014-05-01,2014-06-06,disclosed in part,76
ocd-division/country:ca/csd:3520005,AG-2014-00933,933,A copy of the most recent Fire Department inspection for the premises at  {address removed} ,general,business,2014-05-02,2014-06-06,disclosed in part,9
ocd-division/country:ca/csd:3520005,AG-2014-00936,936,"All building permits issued by the City of Toronto in relation to  {address removed} , including any plans connected to these premises.",general,public,2014-05-05,2014-06-06,all disclosed,28
ocd-division/country:ca/csd:3520005,AG-2014-00959,959,"All Public Health investigation results, reports regarding the {organization's name removed} from 2011 to present.",general,business,2014-05-07,2014-06-06,disclosed in part,1225
ocd-division/country:ca/csd:3520005,AG-2014-00969,969,Plans submitted to Committee of Adjustment for  {address removed}  under file # AO716-13TEY.,general,public,2014-05-07,2014-06-06,all disclosed,23
ocd-division/country:ca/csd:3520005,AG-2014-00980,980,Report from 311 (request # 2597724)  and complaint record about heating and bathroom repairs for  {address removed}  from 2011 to 2014.,general,public,2014-05-08,2014-06-06,all disclosed,30
ocd-division/country:ca/csd:3520005,AP-2014-00964,964,"A copy of employment file, benefits or insurance records for {individual's name removed} who worked for Bendale Acres.",personal,public,2014-05-08,2014-06-06,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01018,1018,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-13,2014-06-06,disclosed in part,100
ocd-division/country:ca/csd:3520005,AP-2014-01145,1145,A complete copy of Ontario Works file for {individual's name removed}.,personal,public,2014-05-29,2014-06-06,discontinued,0
ocd-division/country:ca/csd:3520005,AP-2014-01182,1182,A copy of correspondence and records related to the overpayment of Ontario Works in 2008 for {individual's name removed}.,personal,public,2014-05-30,2014-06-06,nothing disclosed,0
